#compiler;opt;program;seed;length;work;energy(J);time(s)
clang++;-O3;bvector;3;1024;h;0.44;0.010102870
clang++;-O3;bvector;4;1024;h;0.47;0.010055532
clang++;-O3;bvector;5;1024;h;0.48;0.010055823
clang++;-O3;bvector;6;1024;h;0.45;0.010089465
clang++;-O3;bvector;7;1024;h;0.50;0.010481028
clang++;-O3;bvector;8;1024;h;0.59;0.010570596
clang++;-O3;bvector;9;1024;h;0.54;0.010316981
clang++;-O3;bvector;0;1024;i;0.55;0.010181698
clang++;-O3;bvector;1;1024;i;0.49;0.010101859
clang++;-O3;bvector;2;1024;i;0.43;0.009897887
clang++;-O3;bvector;3;1024;i;0.48;0.009691522
clang++;-O3;bvector;4;1024;i;0.49;0.010253112
clang++;-O3;bvector;5;1024;i;0.39;0.009717720
clang++;-O3;bvector;6;1024;i;0.44;0.009885925
clang++;-O3;bvector;7;1024;i;0.47;0.009847784
clang++;-O3;bvector;8;1024;i;0.48;0.009794885
clang++;-O3;bvector;9;1024;i;0.51;0.010283278
clang++;-O3;bvector;0;2048;g;4.86;0.115565238
clang++;-O3;bvector;1;2048;g;4.99;0.117629288
clang++;-O3;bvector;2;2048;g;5.09;0.117274875
clang++;-O3;bvector;3;2048;g;6.08;0.112839661
clang++;-O3;bvector;4;2048;g;5.51;0.109074281
clang++;-O3;bvector;5;2048;g;5.79;0.118039525
clang++;-O3;bvector;6;2048;g;5.04;0.104551103
clang++;-O3;bvector;7;2048;g;5.53;0.110774911
clang++;-O3;bvector;8;2048;g;6.26;0.112450764
clang++;-O3;bvector;9;2048;g;5.75;0.107410640
clang++;-O3;bvector;0;2048;h;0.76;0.013862972
clang++;-O3;bvector;1;2048;h;0.69;0.013476859
clang++;-O3;bvector;2;2048;h;0.62;0.013319455
clang++;-O3;bvector;3;2048;h;0.58;0.013443518
clang++;-O3;bvector;4;2048;h;0.58;0.013433459
clang++;-O3;bvector;5;2048;h;0.66;0.013220701
clang++;-O3;bvector;6;2048;h;0.61;0.013448908
clang++;-O3;bvector;7;2048;h;0.71;0.013301201
clang++;-O3;bvector;8;2048;h;0.60;0.013026428
clang++;-O3;bvector;9;2048;h;0.59;0.013306180
clang++;-O3;bvector;0;2048;i;0.66;0.012737908
clang++;-O3;bvector;1;2048;i;0.67;0.012609278
clang++;-O3;bvector;2;2048;i;0.65;0.012560717
clang++;-O3;bvector;3;2048;i;0.65;0.012846391
clang++;-O3;bvector;4;2048;i;0.61;0.012444019
clang++;-O3;bvector;5;2048;i;0.64;0.013334834
clang++;-O3;bvector;6;2048;i;0.60;0.013039242
clang++;-O3;bvector;7;2048;i;0.60;0.012752956
clang++;-O3;bvector;8;2048;i;0.62;0.013131754
clang++;-O3;bvector;9;2048;i;0.57;0.012871889
clang++;-O3;cvector;0;512;g;4.33;0.099047132
clang++;-O3;cvector;1;512;g;4.27;0.096488197
clang++;-O3;cvector;2;512;g;4.34;0.089804399
clang++;-O3;cvector;3;512;g;5.32;0.097278805
clang++;-O3;cvector;4;512;g;4.80;0.097937608
clang++;-O3;cvector;5;512;g;4.76;0.093816973
clang++;-O3;cvector;6;512;g;5.09;0.099390133
clang++;-O3;cvector;7;512;g;4.75;0.095152129
clang++;-O3;cvector;8;512;g;4.24;0.091788620
clang++;-O3;cvector;9;512;g;5.07;0.101254660
clang++;-O3;cvector;0;512;h;0.21;0.004011891
clang++;-O3;cvector;1;512;h;0.23;0.004023934
clang++;-O3;cvector;2;512;h;0.23;0.003764669
clang++;-O3;cvector;3;512;h;0.16;0.003592287
clang++;-O3;cvector;4;512;h;0.20;0.003662759
clang++;-O3;cvector;5;512;h;0.20;0.003666946
clang++;-O3;cvector;6;512;h;0.18;0.003658611
clang++;-O3;cvector;7;512;h;0.15;0.003649845
clang++;-O3;cvector;8;512;h;0.16;0.003600462
clang++;-O3;cvector;9;512;h;0.23;0.004510654
clang++;-O3;cvector;0;512;i;0.18;0.003635328
clang++;-O3;cvector;1;512;i;0.14;0.003560147
clang++;-O3;cvector;2;512;i;0.17;0.004708465
clang++;-O3;cvector;3;512;i;0.14;0.003546321
clang++;-O3;cvector;4;512;i;0.15;0.003672156
clang++;-O3;cvector;5;512;i;0.18;0.003564685
clang++;-O3;cvector;6;512;i;0.13;0.003577559
clang++;-O3;cvector;7;512;i;0.18;0.003540289
clang++;-O3;cvector;8;512;i;0.18;0.003608878
clang++;-O3;cvector;9;512;i;0.19;0.003668549
clang++;-O3;cvector;0;1024;g;4.50;0.090224255
clang++;-O3;cvector;1;1024;g;4.43;0.094700995
clang++;-O3;cvector;2;1024;g;4.78;0.101476315
clang++;-O3;cvector;3;1024;g;5.06;0.098274397
clang++;-O3;cvector;4;1024;g;4.92;0.102034458
clang++;-O3;cvector;5;1024;g;5.20;0.105637866
clang++;-O3;cvector;6;1024;g;5.28;0.101340681
clang++;-O3;cvector;7;1024;g;5.25;0.101331343
clang++;-O3;cvector;8;1024;g;4.16;0.090871285
clang++;-O3;cvector;9;1024;g;4.78;0.096613872
clang++;-O3;cvector;0;1024;h;0.21;0.004440492
clang++;-O3;cvector;1;1024;h;0.23;0.004266568
clang++;-O3;cvector;2;1024;h;0.25;0.004286074
clang++;-O3;cvector;3;1024;h;0.30;0.004431767
clang++;-O3;cvector;4;1024;h;0.23;0.004341328
clang++;-O3;cvector;5;1024;h;0.27;0.004306753
clang++;-O3;cvector;6;1024;h;0.20;0.004291043
clang++;-O3;cvector;7;1024;h;0.18;0.004205814
clang++;-O3;cvector;8;1024;h;0.18;0.004106088
clang++;-O3;cvector;9;1024;h;0.19;0.004090558
clang++;-O3;cvector;0;1024;i;0.21;0.003916133
clang++;-O3;cvector;1;1024;i;0.18;0.003846522
clang++;-O3;cvector;2;1024;i;0.17;0.003847254
clang++;-O3;cvector;3;1024;i;0.18;0.003839880
clang++;-O3;cvector;4;1024;i;0.18;0.003875977
clang++;-O3;cvector;5;1024;i;0.20;0.003854407
clang++;-O3;cvector;6;1024;i;0.20;0.003974902
clang++;-O3;cvector;7;1024;i;0.18;0.003972298
clang++;-O3;cvector;8;1024;i;0.18;0.003882128
clang++;-O3;cvector;9;1024;i;0.17;0.003941991
clang++;-O3;cvector;0;2048;g;4.62;0.093113808
clang++;-O3;cvector;1;2048;g;4.20;0.094874340
clang++;-O3;cvector;2;2048;g;4.40;0.100910536
clang++;-O3;cvector;3;2048;g;5.66;0.105824545
clang++;-O3;cvector;4;2048;g;4.99;0.100130177
clang++;-O3;cvector;5;2048;g;4.96;0.101608742
clang++;-O3;cvector;6;2048;g;5.16;0.100184910
clang++;-O3;cvector;7;2048;g;5.03;0.097398510
clang++;-O3;cvector;8;2048;g;4.77;0.105887292
clang++;-O3;cvector;9;2048;g;4.85;0.098232379
clang++;-O3;cvector;0;2048;h;0.25;0.004896505
clang++;-O3;cvector;1;2048;h;0.29;0.005053870
clang++;-O3;cvector;2;2048;h;0.27;0.005294570
clang++;-O3;cvector;3;2048;h;0.29;0.005179265
clang++;-O3;cvector;4;2048;h;0.23;0.004933374
clang++;-O3;cvector;5;2048;h;0.27;0.005215072
clang++;-O3;cvector;6;2048;h;0.24;0.004838717
clang++;-O3;cvector;7;2048;h;0.28;0.005327401
clang++;-O3;cvector;8;2048;h;0.22;0.004776912
clang++;-O3;cvector;9;2048;h;0.22;0.004708845
clang++;-O3;cvector;0;2048;i;0.22;0.004392192
clang++;-O3;cvector;1;2048;i;0.23;0.004434221
clang++;-O3;cvector;2;2048;i;0.18;0.004254435
clang++;-O3;cvector;3;2048;i;0.19;0.004344433
clang++;-O3;cvector;4;2048;i;0.21;0.004275144
clang++;-O3;cvector;5;2048;i;0.22;0.004264344
clang++;-O3;cvector;6;2048;i;0.19;0.004268041
clang++;-O3;cvector;7;2048;i;0.20;0.004318365
clang++;-O3;cvector;8;2048;i;0.27;0.004392804
clang++;-O3;cvector;9;2048;i;0.20;0.004301744
clang++;-O3;string;0;512;g;3.77;0.094181884
clang++;-O3;string;1;512;g;3.98;0.089358366
clang++;-O3;string;2;512;g;4.68;0.099454093
clang++;-O3;string;3;512;g;4.76;0.091960822
clang++;-O3;string;4;512;g;4.81;0.095768101
clang++;-O3;string;5;512;g;4.95;0.099702558
clang++;-O3;string;6;512;g;4.35;0.083778653
clang++;-O3;string;7;512;g;4.39;0.087042315
clang++;-O3;string;8;512;g;4.75;0.097117364
clang++;-O3;string;9;512;g;5.35;0.105012767
clang++;-O3;string;0;512;h;0.16;0.002483294
clang++;-O3;string;1;512;h;0.11;0.002490496
clang++;-O3;string;2;512;h;0.16;0.002484015
clang++;-O3;string;3;512;h;0.10;0.002460250
clang++;-O3;string;4;512;h;0.12;0.002682265
clang++;-O3;string;5;512;h;0.12;0.002387494
clang++;-O3;string;6;512;h;0.18;0.002430534
clang++;-O3;string;7;512;h;0.11;0.002435043
clang++;-O3;string;8;512;h;0.12;0.002605202
clang++;-O3;string;9;512;h;0.10;0.002507679
clang++;-O3;string;0;512;i;0.11;0.002324827
clang++;-O3;string;1;512;i;0.12;0.002552623
clang++;-O3;string;2;512;i;0.09;0.002481771
clang++;-O3;string;3;512;i;0.09;0.002413052
clang++;-O3;string;4;512;i;0.14;0.002486660
clang++;-O3;string;5;512;i;0.09;0.002514752
clang++;-O3;string;6;512;i;0.10;0.002473865
clang++;-O3;string;7;512;i;0.16;0.002513870
clang++;-O3;string;8;512;i;0.13;0.003124513
clang++;-O3;string;9;512;i;0.09;0.002464318
clang++;-O3;string;0;1024;g;3.87;0.090524957
clang++;-O3;string;1;1024;g;4.18;0.095101053
clang++;-O3;string;2;1024;g;3.93;0.088911119
clang++;-O3;string;3;1024;g;4.79;0.093092308
clang++;-O3;string;4;1024;g;4.77;0.094110942
clang++;-O3;string;5;1024;g;4.61;0.090679596
clang++;-O3;string;6;1024;g;4.54;0.084918755
clang++;-O3;string;7;1024;g;4.79;0.096568277
clang++;-O3;string;8;1024;g;5.48;0.103693260
clang++;-O3;string;9;1024;g;5.08;0.096795201
clang++;-O3;string;0;1024;h;0.15;0.003393225
clang++;-O3;string;1;1024;h;0.23;0.003350675
clang++;-O3;string;2;1024;h;0.15;0.003210243
clang++;-O3;string;3;1024;h;0.23;0.003220672
clang++;-O3;string;4;1024;h;0.16;0.003323053
clang++;-O3;string;5;1024;h;0.17;0.003307384
clang++;-O3;string;6;1024;h;0.16;0.003061414
clang++;-O3;string;7;1024;h;0.15;0.003093885
clang++;-O3;string;8;1024;h;0.16;0.003064240
clang++;-O3;string;9;1024;h;0.15;0.003060092
clang++;-O3;string;0;1024;i;0.15;0.002863835
clang++;-O3;string;1;1024;i;0.14;0.002952932
clang++;-O3;string;2;1024;i;0.15;0.002812268
clang++;-O3;string;3;1024;i;0.13;0.002909681
clang++;-O3;string;4;1024;i;0.09;0.002774287
clang++;-O3;string;5;1024;i;0.14;0.002821325
clang++;-O3;string;6;1024;i;0.15;0.002752266
clang++;-O3;string;7;1024;i;0.13;0.002801749
clang++;-O3;string;8;1024;i;0.13;0.002794846
clang++;-O3;string;9;1024;i;0.13;0.002769719
clang++;-O3;string;0;2048;g;4.09;0.096355800
clang++;-O3;string;1;2048;g;4.26;0.095316867
clang++;-O3;string;2;2048;g;4.22;0.093886713
clang++;-O3;string;3;2048;g;4.87;0.094382530
clang++;-O3;string;4;2048;g;5.03;0.099558328
clang++;-O3;string;5;2048;g;4.77;0.096621336
clang++;-O3;string;6;2048;g;5.18;0.098976850
clang++;-O3;string;7;2048;g;4.58;0.090531048
clang++;-O3;string;8;2048;g;4.96;0.093105432
clang++;-O3;string;9;2048;g;4.88;0.095399101
clang++;-O3;string;0;2048;h;0.20;0.003788894
clang++;-O3;string;1;2048;h;0.36;0.007686662
clang++;-O3;string;2;2048;h;0.15;0.003787943
clang++;-O3;string;3;2048;h;0.19;0.003999398
clang++;-O3;string;4;2048;h;0.23;0.003964503
clang++;-O3;string;5;2048;h;0.25;0.003945818
clang++;-O3;string;6;2048;h;0.24;0.003926923
clang++;-O3;string;7;2048;h;0.16;0.003664642
clang++;-O3;string;8;2048;h;0.21;0.003746085
clang++;-O3;string;9;2048;h;0.21;0.003773055
clang++;-O3;string;0;2048;i;0.15;0.003473805
clang++;-O3;string;1;2048;i;0.22;0.003500184
clang++;-O3;string;2;2048;i;0.22;0.003652670
clang++;-O3;string;3;2048;i;0.13;0.003392093
clang++;-O3;string;4;2048;i;0.18;0.003256910
clang++;-O3;string;5;2048;i;0.13;0.003287858
clang++;-O3;string;6;2048;i;0.13;0.003188832
clang++;-O3;string;7;2048;i;0.21;0.003233175
clang++;-O3;string;8;2048;i;0.15;0.003298157
clang++;-O3;string;9;2048;i;0.18;0.003186318
g++;-O2;bitset;0;512;g;5.00;0.123569115
g++;-O2;bitset;1;512;g;5.43;0.122363280
g++;-O2;bitset;2;512;g;6.46;0.129436506
g++;-O2;bitset;3;512;g;5.77;0.122270275
g++;-O2;bitset;4;512;g;6.70;0.135398504
g++;-O2;bitset;5;512;g;5.86;0.122018024
g++;-O2;bitset;6;512;g;6.39;0.128477973
g++;-O2;bitset;7;512;g;5.74;0.121732901
g++;-O2;bitset;8;512;g;6.57;0.127394988
g++;-O2;bitset;9;512;g;5.86;0.121807420
g++;-O2;bitset;0;512;h;1.11;0.023269010
g++;-O2;bitset;1;512;h;1.06;0.023377883
g++;-O2;bitset;2;512;h;1.24;0.023842351
g++;-O2;bitset;3;512;h;1.28;0.023262677
g++;-O2;bitset;4;512;h;1.25;0.023504209
g++;-O2;bitset;5;512;h;1.20;0.022969880
g++;-O2;bitset;6;512;h;1.15;0.023531350
g++;-O2;bitset;7;512;h;1.06;0.023063375
g++;-O2;bitset;8;512;h;1.10;0.023602493
g++;-O2;bitset;9;512;h;1.17;0.023186425
g++;-O2;bitset;0;512;i;0.84;0.019757865
g++;-O2;bitset;1;512;i;0.91;0.019445520
g++;-O2;bitset;2;512;i;0.85;0.019298726
g++;-O2;bitset;3;512;i;0.85;0.019479774
g++;-O2;bitset;4;512;i;0.85;0.019463603
g++;-O2;bitset;5;512;i;0.89;0.019225378
g++;-O2;bitset;6;512;i;0.88;0.019391709
g++;-O2;bitset;7;512;i;0.85;0.019611841
g++;-O2;bitset;8;512;i;0.86;0.019606321
g++;-O2;bitset;9;512;i;0.90;0.019594929
g++;-O2;bitset;0;1024;g;5.50;0.125526544
g++;-O2;bitset;1;1024;g;5.74;0.127591805
g++;-O2;bitset;2;1024;g;6.76;0.137145871
g++;-O2;bitset;3;1024;g;6.18;0.131578751
g++;-O2;bitset;4;1024;g;6.41;0.129648251
g++;-O2;bitset;5;1024;g;6.23;0.127507909
g++;-O2;bitset;6;1024;g;6.59;0.131909499
g++;-O2;bitset;7;1024;g;5.94;0.126487190
g++;-O2;bitset;8;1024;g;6.53;0.127692694
g++;-O2;bitset;9;1024;g;6.51;0.139076771
g++;-O2;bitset;0;1024;h;1.51;0.032969618
g++;-O2;bitset;1;1024;h;1.79;0.032068593
g++;-O2;bitset;2;1024;h;1.71;0.033800732
g++;-O2;bitset;3;1024;h;1.72;0.033022186
g++;-O2;bitset;4;1024;h;1.59;0.032572886
g++;-O2;bitset;5;1024;h;1.47;0.032217271
g++;-O2;bitset;6;1024;h;1.47;0.032021626
g++;-O2;bitset;7;1024;h;1.48;0.032819937
g++;-O2;bitset;8;1024;h;1.55;0.033222661
g++;-O2;bitset;9;1024;h;1.46;0.032387018
g++;-O2;bitset;0;1024;i;1.21;0.025595229
g++;-O2;bitset;1;1024;i;1.24;0.026336666
g++;-O2;bitset;2;1024;i;1.17;0.026230367
g++;-O2;bitset;3;1024;i;1.21;0.026209658
g++;-O2;bitset;4;1024;i;1.26;0.026250895
g++;-O2;bitset;5;1024;i;1.18;0.026406156
g++;-O2;bitset;6;1024;i;1.18;0.025719381
g++;-O2;bitset;7;1024;i;1.17;0.026126061
g++;-O2;bitset;8;1024;i;1.16;0.026130590
g++;-O2;bitset;9;1024;i;1.18;0.026290058
g++;-O2;bitset;0;2048;g;6.08;0.138918065
g++;-O2;bitset;1;2048;g;6.05;0.140288286
g++;-O2;bitset;2;2048;g;7.19;0.136742476
g++;-O2;bitset;3;2048;g;6.13;0.140712470
g++;-O2;bitset;4;2048;g;7.47;0.140557589
g++;-O2;bitset;5;2048;g;5.88;0.132398433
g++;-O2;bitset;6;2048;g;6.80;0.130409795
g++;-O2;bitset;7;2048;g;6.32;0.141424140
g++;-O2;bitset;8;2048;g;7.23;0.140274831
g++;-O2;bitset;9;2048;g;6.20;0.140214018
g++;-O2;bitset;0;2048;h;2.24;0.042206960
g++;-O2;bitset;1;2048;h;2.03;0.041690835
g++;-O2;bitset;2;2048;h;1.85;0.041272654
g++;-O2;bitset;3;2048;h;1.95;0.041347544
g++;-O2;bitset;4;2048;h;2.07;0.041850313
g++;-O2;bitset;5;2048;h;2.18;0.042805079
g++;-O2;bitset;6;2048;h;1.89;0.042580509
g++;-O2;bitset;7;2048;h;1.91;0.042513493
g++;-O2;bitset;8;2048;h;1.91;0.043325141
g++;-O2;bitset;9;2048;h;1.90;0.042273194
g++;-O2;bitset;0;2048;i;1.49;0.031917421
g++;-O2;bitset;1;2048;i;1.45;0.032076417
g++;-O2;bitset;2;2048;i;1.44;0.032002890
g++;-O2;bitset;3;2048;i;1.53;0.032474983
g++;-O2;bitset;4;2048;i;1.59;0.032732574
g++;-O2;bitset;5;2048;i;1.47;0.032057693
g++;-O2;bitset;6;2048;i;1.46;0.032112926
g++;-O2;bitset;7;2048;i;1.49;0.032445588
g++;-O2;bitset;8;2048;i;1.50;0.032612941
g++;-O2;bitset;9;2048;i;1.47;0.032400483
g++;-O2;bvector;0;512;g;5.66;0.128867401
g++;-O2;bvector;1;512;g;5.56;0.125391622
g++;-O2;bvector;2;512;g;6.17;0.124677086
g++;-O2;bvector;3;512;g;6.26;0.131909970
g++;-O2;bvector;4;512;g;6.64;0.135870836
g++;-O2;bvector;5;512;g;6.33;0.137034051
g++;-O2;bvector;6;512;g;6.78;0.130456522
g++;-O2;bvector;7;512;g;5.48;0.118226415
g++;-O2;bvector;8;512;g;6.78;0.130432628
g++;-O2;bvector;9;512;g;5.58;0.124340296
g++;-O2;bvector;0;512;h;1.73;0.030428978
g++;-O2;bvector;1;512;h;1.57;0.030841128
g++;-O2;bvector;2;512;h;1.58;0.030617140
g++;-O2;bvector;3;512;h;1.51;0.030911068
g++;-O2;bvector;4;512;h;1.49;0.029690957
g++;-O2;bvector;5;512;h;1.35;0.030738436
g++;-O2;bvector;6;512;h;1.33;0.030278586
g++;-O2;bvector;7;512;h;1.37;0.029587013
g++;-O2;bvector;8;512;h;1.31;0.030525137
g++;-O2;bvector;9;512;h;1.35;0.030001638
g++;-O2;bvector;0;512;i;1.31;0.029165254
g++;-O2;bvector;1;512;i;1.33;0.029000867
g++;-O2;bvector;2;512;i;1.33;0.028720262
g++;-O2;bvector;3;512;i;1.34;0.028813988
g++;-O2;bvector;4;512;i;1.32;0.028747914
g++;-O2;bvector;5;512;i;1.38;0.029982091
g++;-O2;bvector;6;512;i;1.41;0.029772860
g++;-O2;bvector;7;512;i;1.44;0.029613562
g++;-O2;bvector;8;512;i;1.32;0.028859533
g++;-O2;bvector;9;512;i;1.29;0.029369746
g++;-O2;bvector;0;1024;g;6.69;0.144752574
g++;-O2;bvector;1;1024;g;6.01;0.129300180
g++;-O2;bvector;2;1024;g;7.34;0.135347248
g++;-O2;bvector;3;1024;g;5.93;0.130252120
g++;-O2;bvector;4;1024;g;7.01;0.137188390
g++;-O2;bvector;5;1024;g;5.83;0.130088364
g++;-O2;bvector;6;1024;g;8.17;0.145585612
g++;-O2;bvector;7;1024;g;6.87;0.139460428
g++;-O2;bvector;8;1024;g;7.01;0.133003535
g++;-O2;bvector;9;1024;g;6.07;0.133332159
g++;-O2;bvector;0;1024;h;2.26;0.041145485
g++;-O2;bvector;1;1024;h;2.11;0.041214745
g++;-O2;bvector;2;1024;h;1.83;0.041088569
g++;-O2;bvector;3;1024;h;1.88;0.041148421
g++;-O2;bvector;4;1024;h;2.00;0.040934861
g++;-O2;bvector;5;1024;h;2.11;0.040725560
g++;-O2;bvector;6;1024;h;1.94;0.040700112
g++;-O2;bvector;7;1024;h;1.84;0.041930013
g++;-O2;bvector;8;1024;h;1.82;0.041046100
g++;-O2;bvector;9;1024;h;1.84;0.040703439
g++;-O2;bvector;0;1024;i;2.53;0.043071026
g++;-O2;bvector;1;1024;i;1.64;0.037812233
g++;-O2;bvector;2;1024;i;1.70;0.037983312
g++;-O2;bvector;3;1024;i;1.68;0.037377239
g++;-O2;bvector;4;1024;i;1.72;0.037689553
g++;-O2;bvector;5;1024;i;1.72;0.037922739
g++;-O2;bvector;6;1024;i;1.63;0.037507714
g++;-O2;bvector;7;1024;i;1.71;0.038172366
g++;-O2;bvector;8;1024;i;1.71;0.037218492
g++;-O2;bvector;9;1024;i;1.65;0.037351141
g++;-O2;bvector;0;2048;g;6.63;0.146892966
g++;-O2;bvector;1;2048;g;6.02;0.136840490
g++;-O2;bvector;2;2048;g;8.09;0.150384314
g++;-O2;bvector;3;2048;g;7.32;0.146777541
g++;-O2;bvector;4;2048;g;7.88;0.146185012
g++;-O2;bvector;5;2048;g;6.68;0.149524186
g++;-O2;bvector;6;2048;g;7.89;0.144963138
g++;-O2;bvector;7;2048;g;7.43;0.149508447
g++;-O2;bvector;8;2048;g;6.84;0.147585571
g++;-O2;bvector;9;2048;g;7.72;0.149723098
g++;-O2;bvector;0;2048;h;2.72;0.052391854
g++;-O2;bvector;1;2048;h;2.45;0.052266049
g++;-O2;bvector;2;2048;h;2.73;0.052309230
g++;-O2;bvector;3;2048;h;2.38;0.052462015
g++;-O2;bvector;4;2048;h;2.63;0.055232055
g++;-O2;bvector;5;2048;h;2.61;0.052174548
g++;-O2;bvector;6;2048;h;2.67;0.051708476
g++;-O2;bvector;7;2048;h;2.75;0.052349986
g++;-O2;bvector;8;2048;h;2.50;0.052530062
g++;-O2;bvector;9;2048;h;2.35;0.052162245
g++;-O2;bvector;0;2048;i;2.02;0.044070464
g++;-O2;bvector;1;2048;i;2.00;0.045578955
g++;-O2;bvector;2;2048;i;2.04;0.045096743
g++;-O2;bvector;3;2048;i;2.03;0.044892662
g++;-O2;bvector;4;2048;i;2.15;0.044656219
g++;-O2;bvector;5;2048;i;2.10;0.045730799
g++;-O2;bvector;6;2048;i;2.20;0.047586148
g++;-O2;bvector;7;2048;i;2.00;0.045058151
g++;-O2;bvector;8;2048;i;2.14;0.045330541
g++;-O2;bvector;9;2048;i;2.05;0.044694662
g++;-O2;cvector;0;512;g;4.75;0.106411132
g++;-O2;cvector;1;512;g;4.72;0.102559920
g++;-O2;cvector;2;512;g;5.27;0.102725951
g++;-O2;cvector;3;512;g;5.56;0.104335009
g++;-O2;cvector;4;512;g;4.95;0.107930121
g++;-O2;cvector;5;512;g;5.55;0.105396805
g++;-O2;cvector;6;512;g;5.32;0.101558438
g++;-O2;cvector;7;512;g;5.29;0.108652602
g++;-O2;cvector;8;512;g;4.50;0.101839724
g++;-O2;cvector;9;512;g;5.42;0.104254318
g++;-O2;cvector;0;512;h;0.59;0.011102550
g++;-O2;cvector;1;512;h;0.62;0.011495726
g++;-O2;cvector;2;512;h;0.62;0.011279671
g++;-O2;cvector;3;512;h;0.58;0.011071802
g++;-O2;cvector;4;512;h;0.50;0.010883410
g++;-O2;cvector;5;512;h;0.53;0.010890604
g++;-O2;cvector;6;512;h;0.49;0.010998255
g++;-O2;cvector;7;512;h;0.54;0.010726718
g++;-O2;cvector;8;512;h;0.55;0.010873232
g++;-O2;cvector;9;512;h;0.57;0.010912204
g++;-O2;cvector;0;512;i;0.53;0.010174054
g++;-O2;cvector;1;512;i;0.60;0.010327621
g++;-O2;cvector;2;512;i;0.59;0.010724653
g++;-O2;cvector;3;512;i;0.50;0.010188822
g++;-O2;cvector;4;512;i;0.49;0.010337359
g++;-O2;cvector;5;512;i;0.53;0.010760801
g++;-O2;cvector;6;512;i;0.49;0.010219969
g++;-O2;cvector;7;512;i;0.46;0.010031227
g++;-O2;cvector;8;512;i;0.52;0.011339473
g++;-O2;cvector;9;512;i;0.58;0.010797119
g++;-O2;cvector;0;1024;g;4.55;0.108658935
g++;-O2;cvector;1;1024;g;4.85;0.107379151
g++;-O2;cvector;2;1024;g;4.65;0.106481323
g++;-O2;cvector;3;1024;g;5.58;0.106868968
g++;-O2;cvector;4;1024;g;5.59;0.109474109
g++;-O2;cvector;5;1024;g;5.10;0.100385715
g++;-O2;cvector;6;1024;g;5.72;0.110715951
g++;-O2;cvector;7;1024;g;5.22;0.116482463
g++;-O2;cvector;8;1024;g;5.68;0.108946663
g++;-O2;cvector;9;1024;g;5.80;0.113986266
g++;-O2;cvector;0;1024;h;0.72;0.014335315
g++;-O2;cvector;1;1024;h;0.78;0.014056223
g++;-O2;cvector;2;1024;h;0.79;0.014949272
g++;-O2;cvector;3;1024;h;0.92;0.018213466
g++;-O2;cvector;4;1024;h;0.76;0.014786609
g++;-O2;cvector;5;1024;h;0.64;0.014507026
g++;-O2;cvector;6;1024;h;0.66;0.014352968
g++;-O2;cvector;7;1024;h;0.69;0.015355201
g++;-O2;cvector;8;1024;h;0.64;0.014312142
g++;-O2;cvector;9;1024;h;0.64;0.013934626
g++;-O2;cvector;0;1024;i;0.56;0.012312212
g++;-O2;cvector;1;1024;i;0.59;0.011831684
g++;-O2;cvector;2;1024;i;0.66;0.012070089
g++;-O2;cvector;3;1024;i;0.72;0.012312993
g++;-O2;cvector;4;1024;i;0.88;0.013118890
g++;-O2;cvector;5;1024;i;0.65;0.012376552
g++;-O2;cvector;6;1024;i;0.62;0.011916772
g++;-O2;cvector;7;1024;i;0.65;0.012394275
g++;-O2;cvector;8;1024;i;0.63;0.012131875
g++;-O2;cvector;9;1024;i;0.64;0.012358068
g++;-O2;cvector;0;2048;g;5.71;0.106647263
g++;-O2;cvector;1;2048;g;5.50;0.107899114
g++;-O2;cvector;2;2048;g;6.33;0.110192862
g++;-O2;cvector;3;2048;g;6.49;0.117237304
g++;-O2;cvector;4;2048;g;5.97;0.114046167
g++;-O2;cvector;5;2048;g;4.80;0.102355397
g++;-O2;cvector;6;2048;g;5.80;0.114092715
g++;-O2;cvector;7;2048;g;5.30;0.107637344
g++;-O2;cvector;8;2048;g;5.11;0.107190258
g++;-O2;cvector;9;2048;g;5.84;0.106049396
g++;-O2;cvector;0;2048;h;1.04;0.019094563
g++;-O2;cvector;1;2048;h;1.00;0.018535298
g++;-O2;cvector;2;2048;h;0.96;0.018842843
g++;-O2;cvector;3;2048;h;0.97;0.017999326
g++;-O2;cvector;4;2048;h;1.01;0.019591243
g++;-O2;cvector;5;2048;h;0.85;0.018592405
g++;-O2;cvector;6;2048;h;0.87;0.019002141
g++;-O2;cvector;7;2048;h;0.87;0.018416466
g++;-O2;cvector;8;2048;h;0.90;0.018689657
g++;-O2;cvector;9;2048;h;0.89;0.019095566
g++;-O2;cvector;0;2048;i;0.65;0.014267648
g++;-O2;cvector;1;2048;i;0.69;0.014040033
g++;-O2;cvector;2;2048;i;0.61;0.013738648
g++;-O2;cvector;3;2048;i;0.71;0.013618184
g++;-O2;cvector;4;2048;i;0.68;0.013884772
g++;-O2;cvector;5;2048;i;0.81;0.014317041
g++;-O2;cvector;6;2048;i;0.81;0.014121165
g++;-O2;cvector;7;2048;i;0.69;0.013674028
g++;-O2;cvector;8;2048;i;0.67;0.013826924
g++;-O2;cvector;9;2048;i;0.68;0.013686892
g++;-O2;string;0;512;g;4.91;0.100417344
g++;-O2;string;1;512;g;5.75;0.107270849
g++;-O2;string;2;512;g;5.09;0.099507242
g++;-O2;string;3;512;g;5.59;0.108394841
g++;-O2;string;4;512;g;5.03;0.099611377
g++;-O2;string;5;512;g;4.81;0.097664667
