#program;length;compiler;opt;energy(J);time(s);seed
bvector;2048;clang++;-O2;185.97;6.165803453;22
bvector;2048;clang++;-O2;185.47;6.157922046;23
bvector;2048;clang++;-O2;185.75;6.103903147;24
bvector;2048;clang++;-O2;185.68;6.164312417;25
bvector;2048;clang++;-O2;186.01;6.106076738;26
bvector;2048;clang++;-O2;184.34;6.135892858;27
bvector;2048;clang++;-O2;187.18;6.135420825;28
bvector;2048;clang++;-O2;184.69;6.139922116;29
bvector;2048;clang++;-O2;185.56;6.160499643;30
bvector;2048;clang++;-O2;185.89;6.103681994;31
bvector;2048;clang++;-O2;184.51;6.152364653;32
