compiler;opt;std;program;length;work;energy;time
clang++;-O2;-std=c++17;bitset;512;g;11.16;0.307350216
clang++;-O2;-std=c++17;bitset;512;g;13.07;0.311003386
clang++;-O2;-std=c++17;bitset;512;g;13.27;0.307941712
clang++;-O2;-std=c++17;bitset;512;g;13.44;0.317336245
clang++;-O2;-std=c++17;bitset;512;g;12.98;0.306982989
clang++;-O2;-std=c++17;bitset;512;g;12.92;0.312633393
clang++;-O2;-std=c++17;bitset;512;g;13.69;0.318487227
clang++;-O2;-std=c++17;bitset;512;g;13.26;0.308223759
clang++;-O2;-std=c++17;bitset;512;g;13.59;0.312795286
clang++;-O2;-std=c++17;bitset;512;g;13.82;0.314962958
clang++;-O2;-std=c++17;bitset;512;g;13.10;0.300239532
clang++;-O2;-std=c++17;bitset;512;g;13.56;0.314219758
clang++;-O2;-std=c++17;bitset;512;g;13.17;0.309007194
clang++;-O2;-std=c++17;bitset;512;g;13.51;0.309841092
clang++;-O2;-std=c++17;bitset;512;g;13.44;0.308910993
clang++;-O2;-std=c++17;bitset;512;h;29.81;0.767581339
clang++;-O2;-std=c++17;bitset;512;h;25.60;0.761413990
clang++;-O2;-std=c++17;bitset;512;h;25.88;0.762976581
clang++;-O2;-std=c++17;bitset;512;h;26.07;0.759426533
clang++;-O2;-std=c++17;bitset;512;h;25.60;0.758535549
clang++;-O2;-std=c++17;bitset;512;h;26.01;0.756364590
clang++;-O2;-std=c++17;bitset;512;h;25.40;0.755431846
clang++;-O2;-std=c++17;bitset;512;h;25.55;0.761881223
clang++;-O2;-std=c++17;bitset;512;h;26.19;0.767061728
clang++;-O2;-std=c++17;bitset;512;h;26.10;0.767988722
clang++;-O2;-std=c++17;bitset;512;h;25.77;0.774853024
clang++;-O2;-std=c++17;bitset;512;h;25.54;0.768768269
clang++;-O2;-std=c++17;bitset;512;h;26.37;0.766738344
clang++;-O2;-std=c++17;bitset;512;h;26.36;0.773624618
clang++;-O2;-std=c++17;bitset;512;h;26.19;0.766398098
clang++;-O2;-std=c++17;bitset;512;i;6.39;0.187239604
clang++;-O2;-std=c++17;bitset;512;i;6.32;0.186611649
clang++;-O2;-std=c++17;bitset;512;i;6.30;0.186779654
clang++;-O2;-std=c++17;bitset;512;i;6.35;0.186488559
clang++;-O2;-std=c++17;bitset;512;i;6.33;0.186545997
clang++;-O2;-std=c++17;bitset;512;i;6.38;0.186561545
clang++;-O2;-std=c++17;bitset;512;i;6.25;0.186179963
clang++;-O2;-std=c++17;bitset;512;i;6.16;0.186091547
clang++;-O2;-std=c++17;bitset;512;i;6.05;0.185824358
clang++;-O2;-std=c++17;bitset;512;i;6.17;0.185765497
clang++;-O2;-std=c++17;bitset;512;i;6.30;0.184126283
clang++;-O2;-std=c++17;bitset;512;i;6.34;0.187004844
clang++;-O2;-std=c++17;bitset;512;i;6.29;0.185743807
clang++;-O2;-std=c++17;bitset;512;i;6.36;0.185851478
clang++;-O2;-std=c++17;bitset;512;i;6.32;0.185824819
clang++;-O2;-std=c++17;bitset;1024;g;17.73;0.519699713
clang++;-O2;-std=c++17;bitset;1024;g;20.77;0.528068419
clang++;-O2;-std=c++17;bitset;1024;g;21.24;0.533559886
clang++;-O2;-std=c++17;bitset;1024;g;21.16;0.526767086
clang++;-O2;-std=c++17;bitset;1024;g;20.54;0.523405702
clang++;-O2;-std=c++17;bitset;1024;g;21.54;0.522892543
clang++;-O2;-std=c++17;bitset;1024;g;20.17;0.519665048
clang++;-O2;-std=c++17;bitset;1024;g;21.13;0.521366990
clang++;-O2;-std=c++17;bitset;1024;g;20.72;0.517298955
clang++;-O2;-std=c++17;bitset;1024;g;20.95;0.524228310
clang++;-O2;-std=c++17;bitset;1024;g;20.17;0.514573069
clang++;-O2;-std=c++17;bitset;1024;g;21.78;0.523322877
clang++;-O2;-std=c++17;bitset;1024;g;20.24;0.521234152
clang++;-O2;-std=c++17;bitset;1024;g;21.72;0.526145224
clang++;-O2;-std=c++17;bitset;1024;g;19.70;0.520941905
clang++;-O2;-std=c++17;bitset;1024;h;59.21;1.670501021
clang++;-O2;-std=c++17;bitset;1024;h;55.73;1.663558742
clang++;-O2;-std=c++17;bitset;1024;h;55.72;1.659383947
clang++;-O2;-std=c++17;bitset;1024;h;55.62;1.659041197
clang++;-O2;-std=c++17;bitset;1024;h;55.95;1.672145876
clang++;-O2;-std=c++17;bitset;1024;h;55.61;1.666176877
clang++;-O2;-std=c++17;bitset;1024;h;56.16;1.669721123
clang++;-O2;-std=c++17;bitset;1024;h;56.62;1.674727152
clang++;-O2;-std=c++17;bitset;1024;h;55.82;1.664697842
clang++;-O2;-std=c++17;bitset;1024;h;55.43;1.659884943
clang++;-O2;-std=c++17;bitset;1024;h;56.21;1.676497692
clang++;-O2;-std=c++17;bitset;1024;h;56.51;1.660477161
clang++;-O2;-std=c++17;bitset;1024;h;57.10;1.676139262
clang++;-O2;-std=c++17;bitset;1024;h;55.77;1.646495782
