make[1]: se entra en el directorio '/home/gustavo/src/papers/2024/energy/c++'
#program;length;compiler;opt;energy(J);time(s);run
bitset;1024;clang++;-O3;129,16;3,761794724;1
bitset;1024;clang++;-O3;127,82;3,711703640;2
bitset;1024;clang++;-O3;126,40;3,788956084;3
bitset;1024;clang++;-O3;125,95;3,801660497;4
bitset;1024;clang++;-O3;125,94;3,781307180;5
bitset;1024;clang++;-O3;125,82;3,782766728;6
bitset;1024;clang++;-O3;125,65;3,771999835;7
bitset;1024;clang++;-O3;126,08;3,784994852;8
bitset;1024;clang++;-O3;126,06;3,784761386;9
bitset;1024;clang++;-O3;125,61;3,770371302;10
bitset;1024;clang++;-O3;125,70;3,788675871;11
bitset;1024;clang++;-O3;126,06;3,794558175;12
bitset;1024;clang++;-O3;126,09;3,787460500;13
bitset;1024;clang++;-O3;126,16;3,809041171;14
bitset;2048;clang++;-O3;255,90;7,690931025;0
bitset;2048;clang++;-O3;256,84;7,727966861;1
bitset;2048;clang++;-O3;255,15;7,765052108;2
bitset;2048;clang++;-O3;256,40;7,712474668;3
bitset;2048;clang++;-O3;254,90;7,694068840;4
bitset;2048;clang++;-O3;257,74;7,779696918;5
bitset;2048;clang++;-O3;254,74;7,698088262;6
bitset;2048;clang++;-O3;256,32;7,810798502;7
bitset;2048;clang++;-O3;258,98;7,547406228;8
bitset;2048;clang++;-O3;258,59;7,571754692;9
bitset;2048;clang++;-O3;255,59;7,771394120;10
bitset;2048;clang++;-O3;258,33;7,536851102;11
bitset;2048;clang++;-O3;255,58;7,787887604;12
bitset;2048;clang++;-O3;255,85;7,712315761;13
bitset;2048;clang++;-O3;255,60;7,715019043;14
bvector;512;clang++;-O3;62,02;1,836085139;0
bvector;512;clang++;-O3;62,06;1,840145548;1
bvector;512;clang++;-O3;61,53;1,832810580;2
bvector;512;clang++;-O3;61,91;1,833564088;3
bvector;512;clang++;-O3;61,67;1,832775674;4
bvector;512;clang++;-O3;61,85;1,833000755;5
bvector;512;clang++;-O3;61,62;1,832470053;6
bvector;512;clang++;-O3;61,40;1,833910805;7
bvector;512;clang++;-O3;61,54;1,838971894;8
bvector;512;clang++;-O3;61,87;1,834978711;9
bvector;512;clang++;-O3;61,40;1,838443267;10
bvector;512;clang++;-O3;62,51;1,801631971;11
bvector;512;clang++;-O3;63,61;1,807830925;12
bvector;512;clang++;-O3;62,44;1,800809614;13
bvector;512;clang++;-O3;62,00;1,836473304;14
bvector;1024;clang++;-O3;125,27;3,749842377;0
bvector;1024;clang++;-O3;127,54;3,676460435;1
bvector;1024;clang++;-O3;125,94;3,745452873;2
bvector;1024;clang++;-O3;126,44;3,753094966;3
bvector;1024;clang++;-O3;126,31;3,743836297;4
bvector;1024;clang++;-O3;125,58;3,744285567;5
bvector;1024;clang++;-O3;125,32;3,742102118;6
bvector;1024;clang++;-O3;125,79;3,744244411;7
bvector;1024;clang++;-O3;128,55;3,685049943;8
bvector;1024;clang++;-O3;126,48;3,744792164;9
bvector;1024;clang++;-O3;127,48;3,675396391;10
bvector;1024;clang++;-O3;125,81;3,742548541;11
bvector;1024;clang++;-O3;126,44;3,750852019;12
bvector;1024;clang++;-O3;126,44;3,748273591;13
bvector;1024;clang++;-O3;124,92;3,746512830;14
bvector;2048;clang++;-O3;255,86;7,657064531;0
bvector;2048;clang++;-O3;257,95;7,638738712;1
bvector;2048;clang++;-O3;257,53;7,636252666;2
bvector;2048;clang++;-O3;257,27;7,642504400;3
bvector;2048;clang++;-O3;256,78;7,647403716;4
bvector;2048;clang++;-O3;256,63;7,654781775;5
bvector;2048;clang++;-O3;256,64;7,643582014;6
bvector;2048;clang++;-O3;261,63;7,524701770;7
bvector;2048;clang++;-O3;259,41;7,499444727;8
bvector;2048;clang++;-O3;257,69;7,640328152;9
bvector;2048;clang++;-O3;259,63;7,483148181;10
bvector;2048;clang++;-O3;257,66;7,651256427;11
bvector;2048;clang++;-O3;262,62;7,519930102;12
bvector;2048;clang++;-O3;262,11;7,522391142;13
bvector;2048;clang++;-O3;258,45;7,640607094;14
cvector;512;clang++;-O3;18,94;0,539378439;0
cvector;512;clang++;-O3;18,44;0,541118902;1
cvector;512;clang++;-O3;18,27;0,540748580;2
cvector;512;clang++;-O3;18,40;0,540274303;3
cvector;512;clang++;-O3;19,20;0,549133821;4
