make[1]: se entra en el directorio '/home/gustavo/src/papers/2024/energy/c++'
#program;length;compiler;opt;energy(J);time(s);run
cvector;512;clang++;-O3;18,03;0,575280874;6
cvector;512;clang++;-O3;18,13;0,580289287;7
cvector;512;clang++;-O3;18,16;0,580088902;8
cvector;512;clang++;-O3;18,11;0,577509791;9
cvector;512;clang++;-O3;17,94;0,576098142;10
cvector;512;clang++;-O3;18,12;0,578873410;11
cvector;512;clang++;-O3;18,16;0,580590721;12
cvector;512;clang++;-O3;18,09;0,578222022;13
cvector;512;clang++;-O3;18,15;0,574828739;14
cvector;1024;clang++;-O3;38,86;1,224174981;0
cvector;1024;clang++;-O3;38,50;1,223488287;1
cvector;1024;clang++;-O3;38,36;1,222983985;2
cvector;1024;clang++;-O3;38,76;1,227332694;3
cvector;1024;clang++;-O3;38,58;1,225509595;4
cvector;1024;clang++;-O3;38,50;1,230844078;5
cvector;1024;clang++;-O3;38,41;1,221393651;6
cvector;1024;clang++;-O3;38,44;1,224572603;7
cvector;1024;clang++;-O3;38,52;1,228625230;8
cvector;1024;clang++;-O3;38,69;1,229434452;9
cvector;1024;clang++;-O3;38,45;1,223603532;10
cvector;1024;clang++;-O3;38,28;1,223431581;11
cvector;1024;clang++;-O3;38,81;1,233727468;12
cvector;1024;clang++;-O3;38,38;1,230700960;13
cvector;1024;clang++;-O3;38,17;1,220836821;14
cvector;2048;clang++;-O3;82,21;2,610592235;0
cvector;2048;clang++;-O3;81,47;2,588211477;1
cvector;2048;clang++;-O3;81,77;2,588486852;2
cvector;2048;clang++;-O3;81,84;2,595476929;3
cvector;2048;clang++;-O3;81,57;2,587860210;4
cvector;2048;clang++;-O3;81,21;2,591219901;5
cvector;2048;clang++;-O3;80,97;2,587647884;6
cvector;2048;clang++;-O3;81,64;2,596161259;7
cvector;2048;clang++;-O3;81,75;2,599246405;8
cvector;2048;clang++;-O3;81,95;2,611649842;9
cvector;2048;clang++;-O3;81,46;2,590423152;10
cvector;2048;clang++;-O3;81,91;2,601113726;11
cvector;2048;clang++;-O3;81,65;2,595624124;12
cvector;2048;clang++;-O3;81,43;2,593231562;13
cvector;2048;clang++;-O3;81,63;2,598287684;14
string;512;clang++;-O3;16,99;0,541934938;0
string;512;clang++;-O3;16,85;0,541592738;1
string;512;clang++;-O3;16,87;0,543659682;2
string;512;clang++;-O3;16,88;0,542967799;3
string;512;clang++;-O3;16,61;0,541323896;4
string;512;clang++;-O3;16,88;0,543605581;5
string;512;clang++;-O3;16,83;0,542586646;6
string;512;clang++;-O3;16,74;0,541212888;7
string;512;clang++;-O3;16,76;0,541494104;8
string;512;clang++;-O3;16,80;0,542480248;9
string;512;clang++;-O3;16,92;0,542910302;10
string;512;clang++;-O3;16,89;0,542228066;11
string;512;clang++;-O3;16,74;0,541841553;12
string;512;clang++;-O3;16,80;0,542731126;13
string;512;clang++;-O3;16,91;0,542714165;14
string;1024;clang++;-O3;35,84;1,149596344;0
string;1024;clang++;-O3;35,75;1,150345775;1
string;1024;clang++;-O3;35,69;1,147505766;2
string;1024;clang++;-O3;35,44;1,146912096;3
string;1024;clang++;-O3;35,94;1,153171588;4
string;1024;clang++;-O3;35,75;1,152574351;5
string;1024;clang++;-O3;35,75;1,148081432;6
string;1024;clang++;-O3;35,50;1,146987347;7
string;1024;clang++;-O3;36,23;1,150746825;8
string;1024;clang++;-O3;35,72;1,148838878;9
string;1024;clang++;-O3;35,37;1,146718194;10
string;1024;clang++;-O3;35,42;1,148351347;11
string;1024;clang++;-O3;35,46;1,147977829;12
string;1024;clang++;-O3;35,65;1,147857934;13
string;1024;clang++;-O3;35,82;1,149471821;14
string;2048;clang++;-O3;75,70;2,424869657;0
string;2048;clang++;-O3;75,65;2,423897220;1
string;2048;clang++;-O3;75,81;2,424897630;2
string;2048;clang++;-O3;75,69;2,421271180;3
string;2048;clang++;-O3;76,13;2,432847872;4
string;2048;clang++;-O3;75,27;2,425345998;5
string;2048;clang++;-O3;75,98;2,430031036;6
string;2048;clang++;-O3;75,31;2,424135645;7
string;2048;clang++;-O3;75,73;2,418176415;8
string;2048;clang++;-O3;76,05;2,433505932;9
string;2048;clang++;-O3;74,88;2,426104476;10
string;2048;clang++;-O3;75,80;2,422282020;11
string;2048;clang++;-O3;75,65;2,422247646;12
string;2048;clang++;-O3;75,68;2,422884777;13
string;2048;clang++;-O3;76,08;2,430438848;14
bitset;512;g++;-O2;26,46;0,871804522;0
bitset;512;g++;-O2;26,75;0,876407187;1
bitset;512;g++;-O2;26,50;0,872772432;2
bitset;512;g++;-O2;26,81;0,871139159;3
bitset;512;g++;-O2;26,44;0,875314875;4
bitset;512;g++;-O2;26,45;0,874605289;5
bitset;512;g++;-O2;26,25;0,870258963;6
bitset;512;g++;-O2;26,52;0,876503687;7
bitset;512;g++;-O2;26,35;0,875146119;8
bitset;512;g++;-O2;26,42;0,869647601;9
bitset;512;g++;-O2;26,70;0,870681564;10
bitset;512;g++;-O2;26,50;0,874084535;11
bitset;512;g++;-O2;26,82;0,875248781;12
bitset;512;g++;-O2;26,44;0,872816144;13
bitset;512;g++;-O2;26,71;0,870004437;14
bitset;1024;g++;-O2;57,43;1,891359776;0
