engine;pkg;cpu;sleep;diff
knuth_b;8.52;1.755588637;6.65;1.87
knuth_b;8.36;1.754788405;6.60;1.76
knuth_b;8.38;1.755260371;6.64;1.74
knuth_b;8.38;1.755264980;6.64;1.74
knuth_b;8.32;1.754013520;6.62;1.70
knuth_b;8.37;1.755127311;6.59;1.78
knuth_b;8.41;1.755412406;6.64;1.77
knuth_b;8.37;1.754937735;6.60;1.77
knuth_b;8.34;1.754856022;6.63;1.71
knuth_b;8.38;1.755596703;6.61;1.77
knuth_b;8.35;1.757837279;6.64;1.71
knuth_b;8.35;1.754878163;6.66;1.69
knuth_b;8.38;1.755646937;6.64;1.74
knuth_b;8.41;1.755353656;6.65;1.76
knuth_b;8.38;1.755296599;6.63;1.75
knuth_b;8.35;1.755409702;6.68;1.67
knuth_b;8.40;1.755231347;6.67;1.73
knuth_b;8.41;1.755865958;6.67;1.74
knuth_b;8.36;1.756018194;6.65;1.71
knuth_b;8.41;1.754844170;6.61;1.80
knuth_b;8.42;1.754823771;6.62;1.80
knuth_b;8.37;1.755523234;6.63;1.74
knuth_b;8.35;1.755052250;6.64;1.71
knuth_b;8.38;1.755473241;6.64;1.74
knuth_b;8.38;1.755191852;6.64;1.74
knuth_b;8.34;1.755226668;6.64;1.70
knuth_b;8.36;1.755232899;6.65;1.71
knuth_b;8.37;1.754717050;6.62;1.75
knuth_b;8.39;1.755628172;6.63;1.76
knuth_b;8.37;1.755237268;6.64;1.73
knuth_b;8.39;1.754689920;6.63;1.76
knuth_b;8.35;1.755231948;6.64;1.71
knuth_b;8.45;1.755505952;6.65;1.80
knuth_b;8.41;1.755448093;6.67;1.74
knuth_b;8.42;1.755339981;6.64;1.78
knuth_b;8.39;1.755224042;6.67;1.72
knuth_b;8.37;1.755510100;6.65;1.72
knuth_b;8.40;1.756136255;6.64;1.76
knuth_b;8.36;1.755502155;6.63;1.73
knuth_b;8.25;1.756057217;6.60;1.65
knuth_b;8.24;1.756086883;6.58;1.66
knuth_b;7.65;1.755393782;6.63;1.02
knuth_b;8.14;1.755543112;6.64;1.50
knuth_b;8.26;1.755446760;6.58;1.68
knuth_b;8.29;1.755223282;6.61;1.68
knuth_b;8.13;1.755442663;6.61;1.52
knuth_b;8.40;1.755767503;6.62;1.78
knuth_b;8.38;1.755569361;6.61;1.77
knuth_b;8.38;1.755459254;6.62;1.76
knuth_b;8.34;1.754507327;6.63;1.71
knuth_b;8.37;1.754824903;6.62;1.75
knuth_b;8.38;1.754797021;6.64;1.74
knuth_b;8.33;1.754621852;6.61;1.72
knuth_b;7.80;1.754437596;6.61;1.19
knuth_b;8.25;1.755604718;6.60;1.65
knuth_b;8.38;1.755049035;6.56;1.82
knuth_b;8.19;1.754859348;6.67;1.52
knuth_b;8.31;1.754223915;6.62;1.69
knuth_b;8.41;1.755678657;6.62;1.79
knuth_b;8.39;1.755577055;6.64;1.75
knuth_b;7.89;1.755867761;6.58;1.31
knuth_b;8.05;1.755451039;6.60;1.45
knuth_b;8.07;1.755952671;6.62;1.45
knuth_b;8.32;1.755932533;6.62;1.70
knuth_b;7.91;1.755440339;6.61;1.30
knuth_b;7.95;1.755163338;6.63;1.32
knuth_b;8.16;1.755573784;6.61;1.55
knuth_b;8.07;1.755008433;6.62;1.45
knuth_b;8.13;1.754971364;6.63;1.50
knuth_b;8.34;1.755427118;6.61;1.73
knuth_b;8.05;1.754948751;6.61;1.44
knuth_b;8.38;1.755220812;6.62;1.76
knuth_b;8.31;1.754693421;6.65;1.66
knuth_b;8.39;1.754900390;6.65;1.74
knuth_b;8.19;1.754926609;6.60;1.59
knuth_b;8.11;1.754589737;6.60;1.51
knuth_b;8.32;1.755176298;6.62;1.70
knuth_b;8.29;1.755644466;6.64;1.65
knuth_b;8.23;1.755592349;6.57;1.66
knuth_b;8.35;1.754915148;6.65;1.70
knuth_b;8.31;1.755173122;6.60;1.71
knuth_b;8.32;1.755605013;6.59;1.73
knuth_b;8.27;1.754679896;6.63;1.64
knuth_b;8.39;1.755044781;6.63;1.76
knuth_b;8.41;1.754548029;6.63;1.78
knuth_b;8.32;1.755155369;6.62;1.70
knuth_b;8.14;1.755169616;6.64;1.50
knuth_b;8.35;1.755196817;6.55;1.80
knuth_b;8.40;1.755350726;6.60;1.80
knuth_b;8.37;1.755238956;6.59;1.78
knuth_b;7.75;1.755589003;6.72;1.03
knuth_b;8.35;1.755725048;6.63;1.72
knuth_b;8.34;1.756063524;6.63;1.71
knuth_b;8.26;1.755424774;6.65;1.61
knuth_b;8.37;1.755485087;6.61;1.76
knuth_b;8.26;1.755110655;6.61;1.65
knuth_b;8.38;1.755596707;6.60;1.78
knuth_b;8.40;1.755538047;6.66;1.74
knuth_b;8.35;1.755358420;6.61;1.74
knuth_b;8.19;1.755645969;6.61;1.58
minstd_rand0;3.34;0.703424540;2.66;.68
minstd_rand0;3.26;0.703308181;2.66;.60
minstd_rand0;3.36;0.703575723;2.64;.72
minstd_rand0;3.22;0.703468322;2.63;.59
minstd_rand0;3.36;0.703192263;2.63;.73
minstd_rand0;3.36;0.703821434;2.66;.70
minstd_rand0;3.17;0.703860638;2.66;.51
minstd_rand0;3.33;0.703695458;2.66;.67
minstd_rand0;3.39;0.703983489;2.67;.72
minstd_rand0;3.40;0.704063599;2.67;.73
minstd_rand0;3.35;0.703889242;2.67;.68
