engine;pkg;cpu;sleep
mt19937;2.32;0.057176215;1.48
mt19937;2.14;0.055106482;1.44
mt19937;2.19;0.055033165;1.43
mt19937;2.33;0.056141694;1.48
mt19937;2.21;0.054815436;1.47
mt19937;2.27;0.055751781;1.49
mt19937;2.21;0.054747288;1.45
mt19937;2.25;0.056881472;1.43
mt19937;2.23;0.055638701;1.49
mt19937;2.30;0.054858846;1.49
mt19937;2.35;0.057927443;1.49
mt19937;2.27;0.054863015;1.49
mt19937;2.20;0.056459049;1.46
mt19937;2.50;0.056831649;1.52
mt19937;2.26;0.056767969;1.47
mt19937;2.25;0.056178744;1.46
mt19937;2.23;0.056634899;1.50
mt19937;2.19;0.055821684;1.44
mt19937;2.17;0.055895543;1.47
mt19937;2.26;0.055683876;1.46
mt19937;2.25;0.056387334;1.51
mt19937;2.37;0.056957594;1.50
mt19937;2.29;0.055913265;1.49
mt19937;2.24;0.055749888;1.48
mt19937;2.22;0.056214570;1.48
mt19937;2.17;0.055119025;1.47
mt19937;2.28;0.055431943;1.44
mt19937;2.28;0.056622215;1.57
mt19937;2.27;0.055878691;1.47
mt19937;2.20;0.056541364;1.44
mt19937;2.21;0.055765849;1.48
mt19937;2.34;0.057388203;1.49
mt19937;2.47;0.056822701;1.45
mt19937;2.14;0.055478320;1.40
mt19937;2.30;0.056317724;1.47
mt19937;2.31;0.056926947;1.50
mt19937;2.37;0.055698352;1.48
mt19937;2.23;0.055628011;1.46
mt19937;2.20;0.055813378;1.50
mt19937;2.28;0.055711978;1.49
mt19937;2.17;0.055043022;1.43
mt19937;2.16;0.055902475;1.43
mt19937;2.30;0.055708161;1.45
mt19937;2.27;0.055326294;1.49
mt19937;2.28;0.056891100;1.49
mt19937;2.22;0.057826103;1.50
mt19937;2.27;0.055548229;1.45
mt19937;2.37;0.055810102;1.50
mt19937;2.28;0.055948992;1.48
mt19937;2.20;0.055628239;1.41
mt19937;2.17;0.055772000;1.47
mt19937;2.41;0.055019398;1.41
mt19937;2.30;0.055539975;1.46
mt19937;2.28;0.055798190;1.49
mt19937;2.24;0.054713364;1.45
mt19937;2.27;0.055072718;1.43
mt19937;2.34;0.054915534;1.51
mt19937;2.30;0.056667561;1.50
mt19937;2.33;0.056785803;1.50
mt19937;2.23;0.056958086;1.51
mt19937;2.32;0.057199098;1.44
mt19937;2.23;0.055130997;1.44
mt19937;2.30;0.055913485;1.53
mt19937;2.37;0.057885406;1.52
mt19937;2.27;0.056848940;1.51
mt19937;2.29;0.055476165;1.43
mt19937;2.32;0.055549262;1.44
mt19937;2.14;0.055566965;1.40
mt19937;2.18;0.055567627;1.39
mt19937;2.21;0.055694395;1.47
mt19937;2.39;0.056225481;1.44
mt19937;2.23;0.056113581;1.43
mt19937;2.28;0.055560192;1.45
mt19937;2.23;0.054698957;1.41
mt19937;2.24;0.055957598;1.43
mt19937;2.25;0.055521800;1.43
mt19937;2.24;0.055659639;1.40
mt19937;2.26;0.057259590;1.57
mt19937;2.16;0.055582824;1.37
mt19937;2.24;0.054982089;1.44
mt19937;2.16;0.055385715;1.44
mt19937;2.32;0.056657942;1.50
mt19937;2.22;0.054799495;1.38
mt19937;2.25;0.057295439;1.45
mt19937;2.23;0.055785144;1.48
mt19937;2.34;0.055897685;1.47
mt19937;2.19;0.055505690;1.48
mt19937;2.25;0.054785901;1.45
mt19937;2.27;0.055623622;1.46
mt19937;2.41;0.056125354;1.49
mt19937;2.28;0.056282417;1.48
mt19937;2.35;0.057741704;1.51
mt19937_64;2.21;0.053941857;1.46
mt19937_64;2.13;0.053179387;1.36
mt19937_64;2.09;0.052319531;1.37
mt19937_64;2.16;0.052415432;1.40
mt19937_64;2.22;0.053458029;1.52
mt19937_64;2.23;0.053700945;1.39
mt19937_64;2.18;0.054849420;1.39
mt19937_64;2.15;0.053433313;1.42
mt19937_64;2.13;0.053010118;1.41
mt19937_64;2.03;0.053178193;1.35
mt19937_64;2.19;0.053891450;1.41
mt19937_64;2.14;0.053500699;1.38
mt19937_64;2.20;0.053306455;1.44
mt19937_64;2.12;0.052541580;1.39
mt19937_64;2.24;0.054616371;1.49
mt19937_64;2.25;0.054368116;1.41
mt19937_64;2.31;0.053869080;1.40
mt19937_64;2.16;0.053547507;1.38
mt19937_64;2.18;0.053092093;1.41
mt19937_64;2.09;0.053580139;1.38
mt19937_64;2.30;0.053084238;1.37
mt19937_64;2.24;0.053151264;1.41
mt19937_64;2.17;0.053647614;1.42
mt19937_64;2.15;0.052407418;1.38
mt19937_64;2.24;0.054151651;1.41
mt19937_64;2.20;0.054902279;1.42
mt19937_64;2.15;0.054117555;1.39
mt19937_64;2.14;0.053109515;1.41
mt19937_64;2.19;0.054227462;1.40
mt19937_64;2.20;0.052256525;1.32
mt19937_64;2.16;0.053082575;1.36
mt19937_64;2.07;0.053375033;1.42
mt19937_64;2.21;0.054265954;1.41
mt19937_64;2.10;0.053264035;1.39
mt19937_64;2.21;0.054413932;1.40
mt19937_64;2.10;0.053183944;1.44
mt19937_64;2.22;0.053967625;1.39
mt19937_64;2.20;0.053617407;1.44
mt19937_64;2.14;0.053333135;1.42
mt19937_64;2.21;0.054061411;1.48
mt19937_64;2.12;0.053137799;1.39
mt19937_64;2.20;0.052908758;1.42
mt19937_64;2.24;0.054051603;1.42
mt19937_64;2.17;0.053013916;1.50
mt19937_64;2.20;0.053085288;1.43
mt19937_64;2.11;0.053374502;1.40
mt19937_64;2.16;0.053813335;1.37
mt19937_64;2.18;0.053358403;1.45
mt19937_64;2.22;0.053099837;1.38
mt19937_64;2.24;0.055773133;1.45
mt19937_64;2.27;0.055266081;1.43
mt19937_64;2.20;0.054738099;1.45
mt19937_64;2.25;0.053402534;1.42
mt19937_64;2.19;0.053938912;1.44
mt19937_64;2.18;0.052737816;1.36
