engine;pkg;cpu;avg
minstd_rand;0.20;0.004709853;0.19
minstd_rand;0.22;0.004587053;0.20
minstd_rand;0.20;0.004663155;0.18
minstd_rand;0.23;0.005198397;0.21
minstd_rand;0.20;0.004593094;0.17
minstd_rand;0.21;0.004638289;0.17
minstd_rand;0.26;0.005994767;0.23
minstd_rand;0.21;0.004595559;0.18
minstd_rand;0.20;0.004715564;0.19
minstd_rand;0.22;0.004719751;0.19
minstd_rand;0.24;0.004680057;0.18
minstd_rand;0.20;0.004593315;0.17
minstd_rand;0.20;0.004647126;0.18
minstd_rand;0.24;0.005249322;0.20
minstd_rand;0.20;0.004640143;0.18
minstd_rand;0.21;0.004613763;0.17
minstd_rand;0.20;0.005057683;0.18
minstd_rand;0.18;0.004566064;0.17
minstd_rand;0.20;0.005417698;0.19
minstd_rand;0.20;0.004584829;0.18
minstd_rand;0.24;0.004604305;0.19
minstd_rand;0.21;0.004674597;0.20
minstd_rand;0.20;0.004639942;0.17
minstd_rand;0.21;0.004602542;0.19
minstd_rand;0.20;0.005336606;0.19
minstd_rand;0.21;0.004636035;0.17
minstd_rand;0.21;0.004699895;0.18
minstd_rand;0.21;0.004718780;0.20
minstd_rand;0.25;0.004688884;0.17
minstd_rand;0.20;0.004637237;0.18
minstd_rand;0.21;0.004743796;0.16
minstd_rand;0.19;0.004716536;0.16
minstd_rand;0.19;0.004704984;0.17
mt19937;0.13;0.002937547;0.11
mt19937;0.13;0.002819446;0.11
mt19937;0.12;0.002914995;0.11
mt19937;0.13;0.002925034;0.11
mt19937;0.13;0.002824335;0.11
mt19937;0.14;0.003020422;0.13
mt19937;0.19;0.004310776;0.17
mt19937;0.13;0.002917629;0.11
mt19937;0.13;0.002833772;0.11
mt19937;0.14;0.002884197;0.13
mt19937;0.13;0.002887333;0.12
mt19937;0.13;0.002858599;0.11
mt19937;0.17;0.003571052;0.16
mt19937;0.13;0.003039508;0.12
mt19937;0.13;0.002942126;0.11
mt19937;0.14;0.002947886;0.12
mt19937;0.12;0.002937066;0.10
mt19937;0.13;0.002817712;0.11
mt19937;0.13;0.002813816;0.11
mt19937;0.13;0.002894847;0.12
mt19937;0.13;0.002909834;0.12
mt19937;0.16;0.002913852;0.15
mt19937;0.17;0.003385956;0.15
mt19937;0.13;0.002804037;0.11
mt19937;0.13;0.002955239;0.11
mt19937;0.14;0.002864790;0.12
mt19937;0.13;0.002872655;0.10
mt19937;0.13;0.002879027;0.11
mt19937;0.19;0.004798699;0.17
mt19937;0.13;0.002812192;0.12
mt19937;0.13;0.002828843;0.11
mt19937;0.13;0.002897651;0.10
mt19937;0.13;0.002906388;0.12
mt19937;0.16;0.003717035;0.15
mt19937;0.15;0.002909093;0.12
mt19937;0.13;0.002821059;0.12
mt19937;0.13;0.002927138;0.12
mt19937;0.13;0.002838411;0.11
mt19937;0.13;0.002866464;0.11
mt19937;0.12;0.002917039;0.10
mt19937;0.13;0.002819997;0.10
mt19937;0.14;0.002824836;0.11
mt19937;0.13;0.002901118;0.10
mt19937;0.12;0.002839784;0.10
mt19937;0.13;0.002901429;0.11
mt19937;0.13;0.002943548;0.11
mt19937;0.13;0.002844192;0.10
mt19937;0.13;0.002862065;0.11
mt19937;0.13;0.002926456;0.12
mt19937;0.17;0.003641955;0.15
mt19937;0.13;0.002931816;0.12
mt19937;0.13;0.002932246;0.12
mt19937;0.13;0.002813996;0.12
mt19937;0.13;0.002823984;0.11
mt19937;0.13;0.002917680;0.11
mt19937;0.19;0.004749477;0.16
mt19937;0.12;0.002833452;0.11
mt19937;0.12;0.002844662;0.10
mt19937;0.16;0.003728938;0.13
mt19937;0.14;0.002824826;0.12
mt19937;0.13;0.002941814;0.10
mt19937;0.12;0.002817422;0.11
mt19937;0.13;0.002836057;0.10
mt19937;0.12;0.002876452;0.10
mt19937;0.12;0.002845555;0.11
mt19937;0.12;0.002816670;0.11
mt19937;0.13;0.002941925;0.10
mt19937;0.13;0.002916798;0.12
mt19937;0.13;0.002839914;0.12
mt19937;0.14;0.002790842;0.10
mt19937;0.13;0.002875961;0.11
mt19937;0.13;0.002938809;0.10
mt19937;0.13;0.002821430;0.12
mt19937;0.14;0.002811791;0.12
mt19937;0.13;0.002920755;0.12
mt19937;0.13;0.002823894;0.12
mt19937;0.14;0.002878346;0.11
mt19937;0.13;0.002816310;0.12
mt19937;0.13;0.002897302;0.10
mt19937;0.13;0.002901910;0.12
mt19937;0.12;0.002892112;0.10
mt19937;0.13;0.002810659;0.12
mt19937;0.13;0.002875180;0.12
mt19937;0.13;0.002936344;0.12
mt19937;0.12;0.002825016;0.10
mt19937;0.12;0.002908172;0.11
mt19937;0.15;0.002806491;0.13
mt19937;0.14;0.002856325;0.11
mt19937;0.16;0.003381027;0.14
mt19937;0.13;0.002802053;0.11
mt19937;0.13;0.002907912;0.10
mt19937;0.12;0.002828563;0.11
mt19937;0.15;0.002834694;0.13
mt19937;0.12;0.002831007;0.11
mt19937;0.13;0.002840285;0.11
mt19937;0.13;0.002857046;0.11
mt19937;0.13;0.002916347;0.12
mt19937;0.13;0.003033947;0.12
mt19937;0.13;0.002867636;0.12
mt19937;0.13;0.002820779;0.11
mt19937_64;0.13;0.002879328;0.12
mt19937_64;0.13;0.002757760;0.11
mt19937_64;0.13;0.002838962;0.10
mt19937_64;0.13;0.002841347;0.10
mt19937_64;0.17;0.002817812;0.14
mt19937_64;0.18;0.002890148;0.16
mt19937_64;0.17;0.002814957;0.15
mt19937_64;0.17;0.002784230;0.16
mt19937_64;0.14;0.002816740;0.10
mt19937_64;0.13;0.002734447;0.11
mt19937_64;0.13;0.002937627;0.12
mt19937_64;0.13;0.002759693;0.11
mt19937_64;0.13;0.002757159;0.11
mt19937_64;0.14;0.002860573;0.13
mt19937_64;0.13;0.002771226;0.11
mt19937_64;0.13;0.002742111;0.12
mt19937_64;0.13;0.002726501;0.12
mt19937_64;0.13;0.002775413;0.11
mt19937_64;0.15;0.002741209;0.12
mt19937_64;0.16;0.002768861;0.15
mt19937_64;0.14;0.002762269;0.13
mt19937_64;0.15;0.002766767;0.14
mt19937_64;0.15;0.002794318;0.14
mt19937_64;0.15;0.002772077;0.14
mt19937_64;0.15;0.002770404;0.14
mt19937_64;0.12;0.002876843;0.11
mt19937_64;0.13;0.002753012;0.12
mt19937_64;0.13;0.002937297;0.12
mt19937_64;0.13;0.002868097;0.12
mt19937_64;0.15;0.002759994;0.13
mt19937_64;0.13;0.002824916;0.11
mt19937_64;0.13;0.002750397;0.12
mt19937_64;0.13;0.002757490;0.11
mt19937_64;0.13;0.002789350;0.11
mt19937_64;0.17;0.003670979;0.16
mt19937_64;0.15;0.003020803;0.14
mt19937_64;0.13;0.002843100;0.11
mt19937_64;0.16;0.003670077;0.15
mt19937_64;0.13;0.002825116;0.10
mt19937_64;0.12;0.002871573;0.10
mt19937_64;0.13;0.002823363;0.12
mt19937_64;0.12;0.002885169;0.10
mt19937_64;0.13;0.002871694;0.12
mt19937_64;0.13;0.002753462;0.11
mt19937_64;0.13;0.002740668;0.12
mt19937_64;0.13;0.002750356;0.12
mt19937_64;0.13;0.002723666;0.12
mt19937_64;0.18;0.003148221;0.14
mt19937_64;0.14;0.002825016;0.11
mt19937_64;0.13;0.002731260;0.11
mt19937_64;0.14;0.002836347;0.13
mt19937_64;0.13;0.002739256;0.11
mt19937_64;0.17;0.003750728;0.13
mt19937_64;0.13;0.002821710;0.11
mt19937_64;0.13;0.002721853;0.11
mt19937_64;0.16;0.003479330;0.15
mt19937_64;0.13;0.002727223;0.10
mt19937_64;0.15;0.002842339;0.13
mt19937_64;0.15;0.002770965;0.14
mt19937_64;0.13;0.002801813;0.11
mt19937_64;0.13;0.002763682;0.11
mt19937_64;0.13;0.002848099;0.11
mt19937_64;0.13;0.002810218;0.11
mt19937_64;0.13;0.002739266;0.12
mt19937_64;0.13;0.002820487;0.12
mt19937_64;0.15;0.002875480;0.11
mt19937_64;0.13;0.002796162;0.11
mt19937_64;0.13;0.002820898;0.12
mt19937_64;0.13;0.002915956;0.10
mt19937_64;0.14;0.002835125;0.13
mt19937_64;0.13;0.002902902;0.10
mt19937_64;0.13;0.002753682;0.11
mt19937_64;0.13;0.002890208;0.11
mt19937_64;0.13;0.002886831;0.11
mt19937_64;0.13;0.002824125;0.11
mt19937_64;0.13;0.002855073;0.12
mt19937_64;0.13;0.002833352;0.11
mt19937_64;0.15;0.002797885;0.12
mt19937_64;0.16;0.003631054;0.14
mt19937_64;0.15;0.002837359;0.14
mt19937_64;0.18;0.003606509;0.15
mt19937_64;0.14;0.002856134;0.10
mt19937_64;0.20;0.004811062;0.19
mt19937_64;0.15;0.002790952;0.14
mt19937_64;0.17;0.002775243;0.15
mt19937_64;0.15;0.002778909;0.14
mt19937_64;0.15;0.002726382;0.14
mt19937_64;0.15;0.002771916;0.14
mt19937_64;0.13;0.003152078;0.12
mt19937_64;0.13;0.002762128;0.12
mt19937_64;0.13;0.002754715;0.12
mt19937_64;0.17;0.003098548;0.15
mt19937_64;0.14;0.002806982;0.13
mt19937_64;0.15;0.002799919;0.13
mt19937_64;0.13;0.003010433;0.12
mt19937_64;0.16;0.002921376;0.15
mt19937_64;0.17;0.002814096;0.14
mt19937_64;0.14;0.002809076;0.11
mt19937_64;0.17;0.003070225;0.15
mt19937_64;0.22;0.003110370;0.17
mt11213b;0.16;0.002465032;0.15
mt11213b;0.15;0.002614642;0.12
mt11213b;0.18;0.003266161;0.15
mt11213b;0.13;0.002380344;0.11
mt11213b;0.14;0.002829254;0.13
mt11213b;0.16;0.002469992;0.14
mt11213b;0.13;0.002499507;0.12
mt11213b;0.13;0.002390794;0.11
mt11213b;0.13;0.002423394;0.11
mt11213b;0.13;0.002517671;0.12
mt11213b;0.21;0.003485742;0.18
mt11213b;0.13;0.002628398;0.11
mt11213b;0.13;0.002421671;0.10
mt11213b;0.15;0.002558277;0.14
mt11213b;0.14;0.002700022;0.12
mt11213b;0.12;0.002637204;0.11
mt11213b;0.13;0.002398077;0.10
mt11213b;0.13;0.002588323;0.11
mt11213b;0.13;0.002380855;0.12
mt11213b;0.13;0.002412254;0.11
mt11213b;0.13;0.002670076;0.12
mt11213b;0.13;0.002396965;0.11
mt11213b;0.15;0.002662633;0.14
mt11213b;0.14;0.002415400;0.13
mt11213b;0.14;0.002415861;0.12
mt11213b;0.13;0.002708228;0.12
mt11213b;0.13;0.002417814;0.11
mt11213b;0.14;0.002569158;0.12
mt11213b;0.13;0.002415300;0.10
mt11213b;0.13;0.002699030;0.12
mt11213b;0.14;0.002630842;0.11
mt11213b;0.16;0.002494187;0.13
mt11213b;0.14;0.002535124;0.10
mt11213b;0.14;0.002563617;0.13
mt11213b;0.13;0.002592321;0.12
mt11213b;0.13;0.002711423;0.12
mt11213b;0.15;0.002823263;0.14
mt11213b;0.13;0.002404179;0.11
mt11213b;0.13;0.002759363;0.12
mt11213b;0.13;0.002399339;0.11
mt11213b;0.12;0.002465123;0.11
mt11213b;0.14;0.002417713;0.13
mt11213b;0.13;0.002419838;0.12
mt11213b;0.13;0.002493235;0.11
mt11213b;0.13;0.002471144;0.11
mt11213b;0.15;0.002559660;0.13
mt11213b;0.13;0.002466585;0.12
mt11213b;0.13;0.002406633;0.12
mt11213b;0.13;0.002420650;0.12
mt11213b;0.13;0.002397216;0.12
mt11213b;0.13;0.002394270;0.12
mt11213b;0.13;0.002415620;0.10
mt11213b;0.13;0.002517250;0.12
mt11213b;0.13;0.002393309;0.12
mt11213b;0.13;0.002452749;0.12
mt11213b;0.13;0.002392837;0.11
mt11213b;0.13;0.002576561;0.12
mt11213b;0.13;0.002479659;0.12
mt11213b;0.13;0.002406964;0.11
mt11213b;0.13;0.002498756;0.12
mt11213b;0.13;0.002490029;0.12
mt11213b;0.13;0.002445867;0.11
mt11213b;0.13;0.002500569;0.12
mt11213b;0.13;0.002466415;0.11
mt11213b;0.13;0.002432842;0.11
mt11213b;0.14;0.002416892;0.12
mt11213b;0.14;0.002404199;0.11
mt11213b;0.13;0.002472897;0.11
mt11213b;0.13;0.002432401;0.10
mt11213b;0.13;0.002397647;0.10
mt11213b;0.13;0.002425108;0.12
mt11213b;0.13;0.002446598;0.11
mt11213b;0.13;0.002772197;0.10
mt11213b;0.16;0.002524724;0.15
mt11213b;0.15;0.002698219;0.14
mt11213b;0.15;0.002540533;0.14
mt11213b;0.13;0.002409238;0.12
mt11213b;0.13;0.002564488;0.12
mt11213b;0.14;0.002402576;0.12
mt11213b;0.14;0.002578004;0.12
mt11213b;0.13;0.002462558;0.12
mt11213b;0.13;0.002385123;0.11
mt11213b;0.13;0.002429325;0.12
mt11213b;0.14;0.002500849;0.12
mt11213b;0.13;0.002426881;0.10
mt11213b;0.13;0.002465343;0.11
mt11213b;0.13;0.002397065;0.11
mt11213b;0.13;0.002537508;0.11
mt11213b;0.16;0.002547687;0.15
mt11213b;0.16;0.002565731;0.15
mt11213b;0.15;0.002493186;0.14
mt11213b;0.15;0.002528151;0.12
mt11213b;0.13;0.002458290;0.12
mt11213b;0.14;0.002414719;0.11
mt11213b;0.13;0.002429005;0.12
mt11213b;0.13;0.002478718;0.11
mt11213b;0.14;0.002668243;0.13
mt11213b;0.13;0.002418024;0.12
mt11213b;0.13;0.002436830;0.11
mt11213b;0.17;0.003375145;0.14
rand;0.45;0.011573486;0.40
rand;0.46;0.010879738;0.37
rand;0.47;0.011325883;0.40
rand;0.59;0.011479951;0.43
rand;0.43;0.010838039;0.35
rand;0.46;0.011057260;0.42
rand;0.45;0.011524464;0.40
rand;0.47;0.011357351;0.40
rand;0.53;0.011542979;0.40
rand;0.51;0.011403518;0.38
rand;0.52;0.011504978;0.45
rand;0.48;0.011487615;0.42
rand;0.49;0.011489619;0.43
rand;0.49;0.011258346;0.39
rand;0.53;0.011477867;0.46
rand;0.55;0.011350989;0.41
rand;0.51;0.011272703;0.41
rand;0.52;0.011424638;0.44
rand;0.49;0.011469632;0.41
rand;0.47;0.011134534;0.37
rand;0.51;0.011467788;0.38
rand;0.47;0.011012786;0.41
rand;0.49;0.011220937;0.41
rand;0.49;0.011355438;0.37
rand;0.51;0.011520036;0.36
rand;0.49;0.011011945;0.37
rand;0.51;0.011201129;0.40
rand;0.50;0.010936383;0.36
rand;0.51;0.012142140;0.41
rand;0.48;0.011474270;0.42
rand;0.47;0.011263085;0.39
rand;0.55;0.011256894;0.37
rand;0.47;0.011430448;0.41
rand;0.52;0.011125768;0.39
rand;0.57;0.012628380;0.42
rand;0.51;0.011417273;0.39
rand;0.52;0.011132812;0.39
rand;0.47;0.011119276;0.37
rand;0.57;0.011486864;0.39
rand;0.55;0.011656822;0.43
rand;0.52;0.011463460;0.43
rand;0.51;0.012121902;0.40
rand;0.65;0.012212251;0.43
rand;0.48;0.010909624;0.47
rand;0.50;0.012146117;0.44
rand;0.52;0.011112974;0.37
rand;0.52;0.011416472;0.40
rand;0.46;0.011063281;0.36
rand;0.51;0.011437131;0.38
rand;0.52;0.011452379;0.46
rand;0.74;0.012013149;0.38
rand;0.51;0.011235804;0.36
rand;0.54;0.011184127;0.39
rand;0.52;0.011241735;0.38
rand;0.47;0.011167596;0.37
rand;0.47;0.011344888;0.41
rand;0.52;0.011443102;0.43
rand;0.55;0.011564439;0.48
rand;0.48;0.011509206;0.42
rand;0.46;0.011319852;0.38
rand;0.51;0.011482105;0.41
rand;0.47;0.011375645;0.39
rand;0.58;0.011200368;0.38
rand;0.47;0.011193494;0.36
rand;0.54;0.011286800;0.50
rand;0.55;0.011489730;0.54
rand;0.79;0.016792281;0.60
rand;0.54;0.011480131;0.48
rand;0.53;0.011742583;0.44
rand;0.51;0.011690384;0.42
rand;0.52;0.011334950;0.43
rand;0.49;0.011258146;0.40
rand;0.50;0.011456737;0.41
rand;0.47;0.011335560;0.44
rand;0.66;0.011359405;0.55
rand;0.61;0.011432612;0.52
rand;0.57;0.011455936;0.42
rand;0.49;0.011040970;0.39
rand;0.49;0.011443753;0.42
rand;0.45;0.011106993;0.35
rand;0.47;0.011004492;0.34
rand;0.52;0.011160413;0.39
rand;0.48;0.011354967;0.36
rand;0.51;0.011957294;0.39
rand;0.47;0.011246755;0.42
rand;0.47;0.011213723;0.41
rand;0.46;0.010929681;0.40
rand;0.50;0.011067359;0.37
rand;0.50;0.011193555;0.39
rand;0.46;0.011301427;0.36
rand;0.47;0.011211318;0.37
rand;0.47;0.011212230;0.38
rand;0.50;0.011313840;0.38
rand;0.65;0.011669716;0.53
rand;0.53;0.011483578;0.47
rand;0.46;0.011601819;0.39
rand;0.49;0.011299303;0.37
