engine,pkg,cpu
minstd_rand0,0.11,0.004913347
minstd_rand0,0.13,0.004960757
minstd_rand0,0.13,0.004918026
minstd_rand0,0.14,0.004962910
minstd_rand0,0.13,0.004912746
minstd_rand0,0.13,0.004962409
minstd_rand0,0.14,0.004933926
minstd_rand0,0.14,0.004988498
minstd_rand0,0.13,0.004916934
minstd_rand0,0.13,0.004996653
minstd_rand0,0.14,0.004920642
minstd_rand0,0.14,0.005002474
minstd_rand,0.13,0.004923938
minstd_rand,0.13,0.004988698
minstd_rand,0.15,0.004913368
minstd_rand,0.16,0.004996953
minstd_rand,0.18,0.004934407
minstd_rand,0.16,0.005007113
minstd_rand,0.15,0.004916875
minstd_rand,0.12,0.004980663
minstd_rand,0.13,0.005017803
minstd_rand,0.14,0.005009447
minstd_rand,0.13,0.004937824
minstd_rand,0.13,0.004971446
minstd_rand,0.13,0.004974913
minstd_rand,0.13,0.005044743
minstd_rand,0.13,0.004909661
minstd_rand,0.13,0.004963692
minstd_rand,0.10,0.004920721
minstd_rand,0.13,0.004962479
minstd_rand,0.13,0.004920692
minstd_rand,0.14,0.004997905
minstd_rand,0.13,0.004914900
minstd_rand,0.13,0.004940789
minstd_rand,0.14,0.004909651
minstd_rand,0.14,0.004975463
minstd_rand,0.13,0.004921443
minstd_rand,0.13,0.004940488
minstd_rand,0.13,0.004980212
minstd_rand,0.14,0.004928936
minstd_rand,0.14,0.004920071
minstd_rand,0.14,0.004955817
minstd_rand,0.13,0.004923917
minstd_rand,0.13,0.004972228
minstd_rand,0.14,0.004910342
minstd_rand,0.13,0.004963060
minstd_rand,0.13,0.005010559
minstd_rand,0.14,0.004985823
minstd_rand,0.16,0.004969102
minstd_rand,0.19,0.004953623
minstd_rand,0.14,0.004925500
minstd_rand,0.14,0.004959183
minstd_rand,0.13,0.004978259
minstd_rand,0.14,0.004918187
minstd_rand,0.13,0.004977778
minstd_rand,0.13,0.004940950
minstd_rand,0.13,0.004971537
minstd_rand,0.14,0.004911925
minstd_rand,0.13,0.005008375
minstd_rand,0.13,0.004909851
minstd_rand,0.13,0.004959644
minstd_rand,0.14,0.004913488
minstd_rand,0.10,0.004964152
minstd_rand,0.13,0.004901555
minstd_rand,0.13,0.004992275
minstd_rand,0.14,0.004925490
minstd_rand,0.14,0.004952891
minstd_rand,0.13,0.004918487
minstd_rand,0.13,0.004979852
minstd_rand,0.14,0.004934708
minstd_rand,0.14,0.004974071
minstd_rand,0.13,0.004933395
minstd_rand,0.13,0.005009136
minstd_rand,0.14,0.004903940
minstd_rand,0.13,0.004958382
minstd_rand,0.13,0.004927955
minstd_rand,0.13,0.004968340
minstd_rand,0.14,0.004918498
minstd_rand,0.13,0.005004909
minstd_rand,0.13,0.004905273
minstd_rand,0.14,0.005023444
minstd_rand,0.14,0.004917796
minstd_rand,0.17,0.005093765
minstd_rand,0.14,0.004937854
minstd_rand,0.14,0.005049051
minstd_rand,0.13,0.004966888
minstd_rand,0.13,0.004977207
minstd_rand,0.11,0.004901055
minstd_rand,0.13,0.005042359
minstd_rand,0.13,0.005016982
minstd_rand,0.14,0.004979131
minstd_rand,0.13,0.004913117
minstd_rand,0.13,0.004917616
minstd_rand,0.13,0.004969513
minstd_rand,0.14,0.004919319
minstd_rand,0.14,0.004965465
minstd_rand,0.13,0.004910011
minstd_rand,0.13,0.004987647
minstd_rand,0.13,0.004906034
minstd_rand,0.14,0.004966788
minstd_rand,0.13,0.004935489
minstd_rand,0.13,0.005011271
minstd_rand,0.14,0.004889724
minstd_rand,0.14,0.004947952
minstd_rand,0.10,0.004895044
minstd_rand,0.13,0.004966627
minstd_rand,0.13,0.004925139
minstd_rand,0.14,0.004965064
minstd_rand,0.14,0.004912436
minstd_rand,0.15,0.004979512
minstd_rand,0.13,0.004949195
minstd_rand,0.14,0.005079117
mt19937,0.13,0.003690212
mt19937,0.14,0.003878515
mt19937,0.12,0.003667180
mt19937,0.14,0.003685725
mt19937,0.08,0.003859920
mt19937,0.08,0.003712565
mt19937,0.08,0.003753291
mt19937,0.12,0.003721982
mt19937,0.12,0.003721942
mt19937,0.12,0.003728144
mt19937,0.11,0.003766174
mt19937,0.11,0.003712445
mt19937,0.12,0.003734435
mt19937,0.12,0.003715480
mt19937,0.12,0.003794588
mt19937,0.12,0.003676237
mt19937,0.12,0.003741319
mt19937,0.12,0.003689983
mt19937,0.12,0.003771886
mt19937,0.12,0.003705351
mt19937,0.12,0.003713977
mt19937,0.09,0.003700893
mt19937,0.12,0.003774250
mt19937,0.12,0.003735478
mt19937,0.09,0.003764542
mt19937,0.09,0.003703488
mt19937,0.12,0.003758241
mt19937,0.12,0.003716111
mt19937,0.12,0.003749063
mt19937,0.12,0.003714538
mt19937,0.12,0.003717745
mt19937,0.12,0.003710811
mt19937,0.12,0.003707465
mt19937,0.09,0.003702666
mt19937,0.12,0.003696194
mt19937,0.09,0.003756767
mt19937,0.09,0.003673411
mt19937,0.11,0.003775022
mt19937,0.13,0.003687368
mt19937,0.09,0.003752078
mt19937,0.09,0.003721672
mt19937,0.09,0.003767637
mt19937,0.12,0.003706473
mt19937,0.12,0.003750676
mt19937,0.12,0.003713367
mt19937,0.11,0.003771315
mt19937,0.12,0.003686496
mt19937,0.12,0.003751518
mt19937,0.13,0.003736259
mt19937,0.12,0.003766746
mt19937,0.09,0.003696505
mt19937,0.09,0.003720961
mt19937,0.09,0.003687337
mt19937,0.09,0.003786483
mt19937,0.09,0.003724707
mt19937,0.12,0.003758050
mt19937,0.12,0.003699621
mt19937,0.12,0.003781062
mt19937,0.12,0.003700793
mt19937,0.09,0.003767167
mt19937,0.09,0.003704249
mt19937,0.09,0.003759793
mt19937,0.09,0.003688490
mt19937,0.12,0.003752810
mt19937,0.12,0.003684532
mt19937,0.12,0.003743903
mt19937,0.12,0.003729656
mt19937,0.12,0.003757869
mt19937,0.12,0.003714168
mt19937,0.09,0.003747040
mt19937,0.12,0.003710010
mt19937,0.09,0.003677059
mt19937,0.09,0.003787795
mt19937,0.17,0.003701064
mt19937,0.13,0.003772797
mt19937,0.12,0.003705451
mt19937,0.12,0.003742149
mt19937,0.12,0.003690684
mt19937,0.11,0.003796763
mt19937,0.12,0.003717424
mt19937,0.11,0.003759814
mt19937,0.12,0.003681397
mt19937,0.12,0.003739766
mt19937,0.13,0.003691776
mt19937,0.13,0.003757689
mt19937,0.12,0.003702505
mt19937,0.09,0.003751928
mt19937,0.09,0.003708226
mt19937,0.09,0.003742080
mt19937,0.12,0.003715821
mt19937,0.12,0.003767147
mt19937,0.12,0.003716001
mt19937,0.12,0.003746688
mt19937,0.12,0.003688731
mt19937,0.12,0.003732783
mt19937,0.12,0.003704629
mt19937,0.13,0.003739134
mt19937,0.12,0.003695062
mt19937,0.12,0.003806561
mt19937,0.09,0.003699561
mt19937_64,0.09,0.003433804
mt19937_64,0.09,0.003429245
mt19937_64,0.12,0.003473970
mt19937_64,0.12,0.003390544
mt19937_64,0.09,0.003440836
mt19937_64,0.09,0.003396644
mt19937_64,0.13,0.003441469
mt19937_64,0.12,0.003440397
mt19937_64,0.11,0.003502492
mt19937_64,0.11,0.003396384
mt19937_64,0.10,0.003465583
mt19937_64,0.13,0.003389350
mt19937_64,0.13,0.003477505
mt19937_64,0.09,0.003385103
mt19937_64,0.09,0.003459272
mt19937_64,0.09,0.003412674
mt19937_64,0.09,0.003432011
mt19937_64,0.13,0.003398718
mt19937_64,0.12,0.003469560
mt19937_64,0.09,0.003391805
mt19937_64,0.09,0.003460644
mt19937_64,0.13,0.003403978
mt19937_64,0.12,0.003464973
mt19937_64,0.09,0.003397136
mt19937_64,0.09,0.003568957
mt19937_64,0.09,0.003428374
mt19937_64,0.09,0.003466855
mt19937_64,0.12,0.003403117
mt19937_64,0.12,0.003456597
mt19937_64,0.09,0.003383390
mt19937_64,0.09,0.003397897
mt19937_64,0.12,0.003496300
mt19937_64,0.13,0.003393208
mt19937_64,0.12,0.003477696
mt19937_64,0.09,0.003399259
mt19937_64,0.13,0.003474841
mt19937_64,0.09,0.003411623
mt19937_64,0.12,0.003451818
mt19937_64,0.12,0.003514926
mt19937_64,0.09,0.003438342
mt19937_64,0.09,0.003450906
mt19937_64,0.12,0.003458491
mt19937_64,0.13,0.003394180
mt19937_64,0.12,0.003477706
mt19937_64,0.14,0.003451798
mt19937_64,0.10,0.003472837
mt19937_64,0.09,0.003444934
mt19937_64,0.10,0.003433423
mt19937_64,0.12,0.003462849
mt19937_64,0.12,0.003381948
mt19937_64,0.09,0.003472447
mt19937_64,0.09,0.003391014
mt19937_64,0.13,0.003454443
mt19937_64,0.12,0.003429266
mt19937_64,0.09,0.003458871
mt19937_64,0.09,0.003401714
mt19937_64,0.12,0.003455204
mt19937_64,0.13,0.003383431
mt19937_64,0.09,0.003441238
mt19937_64,0.09,0.003411442
mt19937_64,0.09,0.003467767
mt19937_64,0.09,0.003432041
mt19937_64,0.12,0.003452889
mt19937_64,0.09,0.003385184
mt19937_64,0.09,0.003488646
mt19937_64,0.13,0.003480351
mt19937_64,0.13,0.003400071
mt19937_64,0.12,0.003499396
mt19937_64,0.09,0.003387828
mt19937_64,0.09,0.003453050
mt19937_64,0.09,0.003385834
mt19937_64,0.12,0.003467016
mt19937_64,0.09,0.003410531
mt19937_64,0.09,0.003455204
mt19937_64,0.09,0.003379672
mt19937_64,0.13,0.003466996
mt19937_64,0.12,0.003418225
mt19937_64,0.09,0.003462939
mt19937_64,0.09,0.003383090
mt19937_64,0.13,0.003436739
mt19937_64,0.13,0.003410009
mt19937_64,0.11,0.003432491
mt19937_64,0.14,0.003421461
mt19937_64,0.13,0.003441168
mt19937_64,0.09,0.003428083
mt19937_64,0.09,0.003445366
mt19937_64,0.13,0.003381597
mt19937_64,0.12,0.003447719
mt19937_64,0.09,0.003418705
mt19937_64,0.09,0.003437832
mt19937_64,0.09,0.003389632
mt19937_64,0.12,0.003429987
mt19937_64,0.09,0.003435787
mt19937_64,0.09,0.003482184
mt19937_64,0.13,0.003396094
mt19937_64,0.12,0.003467216
mt19937_64,0.12,0.003391215
mt19937_64,0.09,0.003430728
mt19937_64,0.09,0.003407555
mt19937_64,0.12,0.003441258
mt11213b,0.09,0.002823243
mt11213b,0.09,0.002880160
mt11213b,0.06,0.002833022
mt11213b,0.09,0.002873808
mt11213b,0.09,0.002827731
mt11213b,0.09,0.002837229
mt11213b,0.09,0.002801222
mt11213b,0.09,0.002865673
mt11213b,0.10,0.002795251
mt11213b,0.09,0.002890178
mt11213b,0.06,0.002807545
mt11213b,0.09,0.002890659
mt11213b,0.09,0.002824897
mt11213b,0.09,0.002863479
mt11213b,0.09,0.002809487
mt11213b,0.10,0.002876062
mt11213b,0.07,0.002803166
mt11213b,0.12,0.002866645
mt11213b,0.11,0.002827501
mt11213b,0.09,0.002845725
mt11213b,0.09,0.002819096
mt11213b,0.09,0.002853570
mt11213b,0.09,0.002842489
mt11213b,0.10,0.002870602
mt11213b,0.09,0.002831239
mt11213b,0.09,0.002845505
mt11213b,0.09,0.002888746
mt11213b,0.09,0.002831589
mt11213b,0.09,0.002860673
mt11213b,0.10,0.002792987
mt11213b,0.06,0.002861035
mt11213b,0.09,0.002888696
mt11213b,0.09,0.002804439
mt11213b,0.09,0.002876343
mt11213b,0.09,0.002819977
mt11213b,0.09,0.002909033
mt11213b,0.09,0.002836027
mt11213b,0.09,0.002811942
mt11213b,0.09,0.002864049
mt11213b,0.09,0.002857046
mt11213b,0.09,0.002894768
mt11213b,0.10,0.002800982
mt11213b,0.06,0.002843782
mt11213b,0.09,0.002813065
mt11213b,0.09,0.002911018
mt11213b,0.09,0.002813665
mt11213b,0.09,0.002864710
mt11213b,0.09,0.002894647
mt11213b,0.09,0.002823625
mt11213b,0.09,0.002886601
mt11213b,0.10,0.002826088
mt11213b,0.06,0.002862847
mt11213b,0.09,0.002834645
mt11213b,0.09,0.002887122
mt11213b,0.11,0.002811612
mt11213b,0.12,0.002857828
mt11213b,0.07,0.002821260
mt11213b,0.09,0.002872335
mt11213b,0.10,0.002801764
mt11213b,0.09,0.002793669
mt11213b,0.09,0.002864060
mt11213b,0.09,0.002812794
mt11213b,0.06,0.002883076
mt11213b,0.09,0.002808517
mt11213b,0.09,0.002986519
mt11213b,0.10,0.002814678
mt11213b,0.06,0.002885189
mt11213b,0.09,0.002831188
mt11213b,0.09,0.002875321
mt11213b,0.09,0.002790583
mt11213b,0.09,0.002858709
mt11213b,0.09,0.002826330
mt11213b,0.09,0.002856305
mt11213b,0.09,0.002809497
mt11213b,0.09,0.002885961
mt11213b,0.09,0.002821029
mt11213b,0.06,0.002868809
mt11213b,0.09,0.002805711
mt11213b,0.09,0.002872907
mt11213b,0.09,0.002807906
mt11213b,0.06,0.002894827
mt11213b,0.09,0.002824345
mt11213b,0.09,0.002871915
mt11213b,0.10,0.002827622
mt11213b,0.06,0.002862988
mt11213b,0.09,0.002801382
mt11213b,0.09,0.002816471
mt11213b,0.09,0.002815580
mt11213b,0.09,0.002806181
mt11213b,0.09,0.002810480
mt11213b,0.09,0.002811522
mt11213b,0.11,0.002892082
mt11213b,0.12,0.002806122
mt11213b,0.11,0.002853600
mt11213b,0.07,0.002845436
mt11213b,0.09,0.002891001
mt11213b,0.09,0.002812744
mt11213b,0.09,0.002878537
mt11213b,0.06,0.002829846
mt11213b,0.09,0.002874941
rand,0.45,0.016768332
rand,0.45,0.016700024
rand,0.46,0.016731393
rand,0.46,0.016767931
rand,0.46,0.016744458
rand,0.46,0.016680197
rand,0.46,0.016704332
rand,0.46,0.016630405
rand,0.46,0.016716885
rand,0.46,0.016757141
rand,0.46,0.016723909
rand,0.46,0.016788389
rand,0.47,0.016791194
rand,0.43,0.016651714
rand,0.48,0.016645412
rand,0.52,0.016733797
rand,0.43,0.016780955
rand,0.42,0.016745189
rand,0.42,0.016703791
rand,0.42,0.016650611
rand,0.45,0.016749627
rand,0.45,0.016678083
rand,0.46,0.016729630
rand,0.45,0.016709802
rand,0.46,0.016642106
rand,0.46,0.016742614
rand,0.46,0.016678725
rand,0.46,0.016734178
rand,0.46,0.016785174
rand,0.47,0.016676380
rand,0.43,0.016724139
rand,0.42,0.016752883
rand,0.43,0.016749406
rand,0.48,0.016740861
rand,0.50,0.016774994
rand,0.42,0.016633200
rand,0.45,0.016718068
rand,0.46,0.016743916
rand,0.49,0.017067651
rand,0.45,0.016754797
rand,0.45,0.016634332
rand,0.42,0.016599737
rand,0.43,0.016714090
rand,0.45,0.016774624
rand,0.45,0.016688993
rand,0.45,0.016658627
rand,0.45,0.016722867
rand,0.46,0.016801173
rand,0.46,0.016723087
rand,0.46,0.016755738
rand,0.46,0.016714341
rand,0.47,0.016724139
rand,0.47,0.016658095
rand,0.55,0.016639110
rand,0.45,0.016724370
rand,0.45,0.016772319
rand,0.42,0.016717457
rand,0.42,0.016784943
rand,0.42,0.016742353
rand,0.45,0.016745970
rand,0.42,0.016653998
rand,0.45,0.016843943
rand,0.45,0.016726253
rand,0.46,0.016748905
rand,0.45,0.016631507
rand,0.45,0.016762140
rand,0.45,0.016661161
rand,0.46,0.016753925
rand,0.43,0.016658446
rand,0.43,0.016667233
rand,0.46,0.016749507
rand,0.49,0.016745919
rand,0.49,0.016723778
rand,0.41,0.016793709
rand,0.42,0.016643309
rand,0.42,0.016789100
rand,0.42,0.016740339
rand,0.42,0.016758995
rand,0.42,0.016587444
rand,0.43,0.016652215
rand,0.43,0.016592514
rand,0.49,0.017195871
rand,0.45,0.016687972
rand,0.45,0.016649339
rand,0.45,0.016765697
rand,0.45,0.016662994
rand,0.45,0.016769635
rand,0.45,0.016847841
rand,0.46,0.016795062
rand,0.43,0.015535850
rand,0.54,0.016670339
rand,0.54,0.016663316
rand,0.45,0.017016585
rand,0.46,0.016635283
rand,0.46,0.016786055
rand,0.46,0.016697991
rand,0.43,0.016756029
rand,0.42,0.016693322
rand,0.43,0.016587294
rand,0.43,0.016686820
ranlux24_base,0.17,0.006289728
ranlux24_base,0.20,0.006383414
ranlux24_base,0.17,0.006407578
ranlux24_base,0.17,0.006393723
ranlux24_base,0.17,0.006326457
ranlux24_base,0.20,0.006461629
ranlux24_base,0.17,0.006289729
ranlux24_base,0.17,0.006403030
ranlux24_base,0.17,0.006277295
ranlux24_base,0.21,0.006448104
ranlux24_base,0.20,0.006267036
ranlux24_base,0.17,0.006394695
ranlux24_base,0.17,0.006270663
ranlux24_base,0.17,0.006337759
ranlux24_base,0.17,0.006297163
ranlux24_base,0.26,0.006369878
ranlux24_base,0.20,0.006296501
ranlux24_base,0.18,0.006428648
ranlux24_base,0.20,0.006302923
ranlux24_base,0.17,0.006321207
ranlux24_base,0.17,0.006308755
ranlux24_base,0.20,0.006428949
ranlux24_base,0.20,0.006370289
ranlux24_base,0.20,0.006431654
ranlux24_base,0.17,0.006268859
ranlux24_base,0.20,0.006365630
ranlux24_base,0.17,0.006207595
ranlux24_base,0.21,0.006271996
ranlux24_base,0.20,0.006388112
ranlux24_base,0.17,0.006335494
ranlux24_base,0.17,0.006296231
ranlux24_base,0.20,0.006330645
ranlux24_base,0.17,0.006307282
ranlux24_base,0.20,0.006348689
ranlux24_base,0.20,0.006335484
ranlux24_base,0.17,0.006352255
ranlux24_base,0.17,0.006397760
ranlux24_base,0.17,0.006237531
ranlux24_base,0.20,0.006394915
ranlux24_base,0.17,0.006340564
ranlux24_base,0.17,0.006344400
ranlux24_base,0.21,0.006259682
ranlux24_base,0.17,0.006266636
ranlux24_base,0.21,0.006305598
ranlux24_base,0.17,0.006311639
ranlux24_base,0.25,0.006346054
ranlux24_base,0.24,0.006345322
ranlux24_base,0.17,0.006452543
ranlux24_base,0.17,0.006376570
ranlux24_base,0.20,0.006342537
ranlux24_base,0.17,0.006241548
ranlux24_base,0.17,0.006272637
ranlux24_base,0.19,0.006375369
ranlux24_base,0.17,0.006350272
ranlux24_base,0.20,0.006430502
ranlux24_base,0.18,0.006345673
ranlux24_base,0.17,0.006306670
ranlux24_base,0.20,0.006278918
ranlux24_base,0.17,0.006302843
ranlux24_base,0.17,0.006267628
ranlux24_base,0.17,0.006426464
ranlux24_base,0.17,0.006272516
ranlux24_base,0.17,0.006309495
ranlux24_base,0.17,0.006369127
ranlux24_base,0.17,0.006393222
ranlux24_base,0.17,0.006225739
ranlux24_base,0.17,0.006359189
ranlux24_base,0.20,0.006229226
ranlux24_base,0.17,0.006332508
ranlux24_base,0.17,0.006229987
ranlux24_base,0.17,0.006276173
ranlux24_base,0.20,0.006365971
ranlux24_base,0.17,0.006312171
ranlux24_base,0.17,0.006208146
ranlux24_base,0.19,0.006404713
ranlux24_base,0.21,0.006321328
ranlux24_base,0.21,0.006373825
ranlux24_base,0.21,0.006269471
ranlux24_base,0.17,0.006324865
ranlux24_base,0.17,0.006353788
ranlux24_base,0.20,0.006390737
ranlux24_base,0.17,0.006281714
ranlux24_base,0.16,0.006377092
ranlux24_base,0.21,0.006276764
ranlux24_base,0.16,0.006354099
ranlux24_base,0.17,0.006327328
ranlux24_base,0.17,0.006269241
ranlux24_base,0.16,0.006433097
ranlux24_base,0.21,0.006324103
ranlux24_base,0.20,0.006368446
ranlux24_base,0.17,0.006260804
ranlux24_base,0.21,0.006372644
ranlux24_base,0.17,0.006247069
ranlux24_base,0.17,0.006355321
ranlux24_base,0.20,0.006288096
ranlux24_base,0.17,0.006348077
ranlux24_base,0.17,0.006274010
ranlux24_base,0.21,0.006365660
ranlux24_base,0.18,0.006271094
ranlux24_base,0.17,0.006336266
ranlux48_base,0.16,0.005064851
ranlux48_base,0.14,0.005044273
ranlux48_base,0.14,0.005134320
ranlux48_base,0.14,0.005020518
ranlux48_base,0.14,0.005100838
ranlux48_base,0.16,0.005024225
ranlux48_base,0.19,0.005025658
ranlux48_base,0.15,0.005043191
ranlux48_base,0.15,0.005095819
ranlux48_base,0.14,0.005020778
ranlux48_base,0.14,0.005115646
ranlux48_base,0.14,0.005113050
ranlux48_base,0.14,0.005039904
ranlux48_base,0.14,0.005116968
ranlux48_base,0.15,0.005036037
ranlux48_base,0.14,0.005064460
ranlux48_base,0.15,0.005083085
ranlux48_base,0.14,0.005146483
ranlux48_base,0.15,0.005061885
ranlux48_base,0.18,0.005097642
ranlux48_base,0.14,0.005067966
ranlux48_base,0.15,0.005127788
ranlux48_base,0.15,0.005061715
ranlux48_base,0.15,0.005118030
ranlux48_base,0.14,0.005058890
ranlux48_base,0.14,0.005109344
ranlux48_base,0.14,0.005164346
ranlux48_base,0.14,0.005152785
ranlux48_base,0.14,0.005060433
ranlux48_base,0.15,0.005087433
ranlux48_base,0.15,0.005085189
ranlux48_base,0.14,0.005114854
ranlux48_base,0.15,0.005030257
ranlux48_base,0.14,0.005086471
ranlux48_base,0.18,0.005156933
ranlux48_base,0.14,0.005119403
ranlux48_base,0.15,0.005078156
ranlux48_base,0.15,0.005303757
ranlux48_base,0.23,0.005098534
ranlux48_base,0.17,0.005080059
ranlux48_base,0.15,0.005040014
ranlux48_base,0.14,0.005049382
ranlux48_base,0.14,0.005042139
ranlux48_base,0.14,0.005025878
ranlux48_base,0.14,0.005098935
ranlux48_base,0.15,0.005042098
ranlux48_base,0.15,0.005133088
ranlux48_base,0.15,0.005044422
ranlux48_base,0.14,0.005129502
ranlux48_base,0.19,0.005046556
ranlux48_base,0.14,0.005074519
ranlux48_base,0.14,0.005134671
ranlux48_base,0.14,0.005030486
