engine,pkg,cpu
knuth_b,0.37,0.009801178
knuth_b,0.37,0.009880005
knuth_b,0.37,0.009806448
knuth_b,0.39,0.009810846
knuth_b,0.41,0.009849278
knuth_b,0.45,0.010989200
knuth_b,0.39,0.009764950
knuth_b,0.41,0.010032370
knuth_b,0.40,0.009676554
knuth_b,0.40,0.010019306
knuth_b,0.39,0.009739984
knuth_b,0.41,0.010109275
knuth_b,0.40,0.009786921
minstd_rand0,0.20,0.005648087
minstd_rand0,0.20,0.004962084
minstd_rand0,0.20,0.004952647
minstd_rand0,0.20,0.004959529
minstd_rand0,0.22,0.004944050
minstd_rand0,0.21,0.004960481
minstd_rand0,0.27,0.004707287
minstd_rand0,0.27,0.004630223
minstd_rand0,0.25,0.004752832
minstd_rand0,0.27,0.005714262
minstd_rand0,0.21,0.005000216
minstd_rand0,0.22,0.004694484
minstd_rand0,0.22,0.004775926
minstd_rand0,0.18,0.004713088
minstd_rand0,0.19,0.004984115
minstd_rand0,0.23,0.004923361
minstd_rand0,0.21,0.004899627
minstd_rand0,0.21,0.004842811
minstd_rand0,0.22,0.004836940
minstd_rand0,0.21,0.004834536
minstd_rand0,0.21,0.004945122
minstd_rand0,0.22,0.004946485
minstd_rand0,0.20,0.004995827
minstd_rand0,0.21,0.005211611
minstd_rand0,0.21,0.004931767
minstd_rand0,0.16,0.004922109
minstd_rand0,0.21,0.004934583
minstd_rand0,0.19,0.004822704
minstd_rand0,0.20,0.004943389
minstd_rand0,0.20,0.004968426
minstd_rand0,0.20,0.004944801
minstd_rand0,0.20,0.004959359
minstd_rand0,0.21,0.004984526
minstd_rand0,0.20,0.004987362
minstd_rand0,0.22,0.004724469
minstd_rand0,0.19,0.004703800
minstd_rand0,0.22,0.005047975
minstd_rand0,0.23,0.004982753
minstd_rand0,0.21,0.004851377
minstd_rand0,0.22,0.004828825
minstd_rand0,0.18,0.004805791
minstd_rand0,0.22,0.004849333
minstd_rand0,0.22,0.005257066
minstd_rand0,0.20,0.004967684
minstd_rand0,0.20,0.004956062
minstd_rand0,0.21,0.005000035
minstd_rand0,0.20,0.005037615
minstd_rand0,0.22,0.005076989
minstd_rand0,0.21,0.004975138
minstd_rand0,0.22,0.004670920
minstd_rand0,0.21,0.005075676
minstd_rand0,0.22,0.004665920
minstd_rand0,0.24,0.004686528
minstd_rand0,0.22,0.004700254
minstd_rand0,0.24,0.004968656
minstd_rand0,0.23,0.005050599
minstd_rand0,0.21,0.004923221
minstd_rand0,0.20,0.004868168
minstd_rand0,0.20,0.004997049
minstd_rand0,0.20,0.004847078
minstd_rand0,0.16,0.004819156
minstd_rand0,0.21,0.004954800
minstd_rand0,0.20,0.004976020
minstd_rand0,0.20,0.004960861
minstd_rand0,0.21,0.004995807
minstd_rand0,0.20,0.004990577
minstd_rand0,0.21,0.004961493
minstd_rand0,0.20,0.004993944
minstd_rand0,0.23,0.004761930
minstd_rand0,0.25,0.004714391
minstd_rand0,0.23,0.004934583
minstd_rand0,0.23,0.004926728
minstd_rand0,0.17,0.004925255
minstd_rand0,0.23,0.004965761
minstd_rand0,0.24,0.004864020
minstd_rand0,0.26,0.004877285
minstd_rand0,0.24,0.004898064
minstd_rand0,0.20,0.004950943
minstd_rand0,0.21,0.005009452
minstd_rand0,0.21,0.004988353
minstd_rand0,0.21,0.004954199
minstd_rand0,0.20,0.004950953
minstd_rand0,0.22,0.004984105
minstd_rand0,0.22,0.004713719
minstd_rand0,0.17,0.004665950
minstd_rand0,0.22,0.004705925
minstd_rand0,0.23,0.004956413
minstd_rand0,0.23,0.004937638
minstd_rand0,0.16,0.004961042
minstd_rand0,0.18,0.004671540
minstd_rand0,0.20,0.004865033
minstd_rand0,0.16,0.004876053
minstd_rand0,0.20,0.004896962
minstd_rand0,0.20,0.004681379
minstd_rand0,0.21,0.004955381
minstd_rand0,0.20,0.004909977
minstd_rand0,0.25,0.006242199
minstd_rand0,0.20,0.004978525
minstd_rand0,0.20,0.004983714
minstd_rand0,0.21,0.004997030
minstd_rand,0.20,0.005463572
minstd_rand,0.20,0.005083852
minstd_rand,0.21,0.004986300
minstd_rand,0.23,0.004746009
minstd_rand,0.21,0.004989926
minstd_rand,0.21,0.004909576
minstd_rand,0.20,0.004964499
minstd_rand,0.24,0.005071028
minstd_rand,0.22,0.004928000
minstd_rand,0.21,0.004889208
minstd_rand,0.22,0.004997250
minstd_rand,0.23,0.005107546
minstd_rand,0.22,0.004693211
minstd_rand,0.23,0.004917961
minstd_rand,0.22,0.004906641
minstd_rand,0.22,0.004712868
minstd_rand,0.23,0.005412997
minstd_rand,0.22,0.004935564
minstd_rand,0.23,0.005005275
minstd_rand,0.22,0.004877726
minstd_rand,0.21,0.004902432
minstd_rand,0.20,0.004883457
minstd_rand,0.20,0.004869010
minstd_rand,0.17,0.004701747
minstd_rand,0.24,0.005457631
minstd_rand,0.21,0.004876454
minstd_rand,0.20,0.004784893
minstd_rand,0.20,0.004917501
minstd_rand,0.20,0.005171466
minstd_rand,0.20,0.004875642
minstd_rand,0.26,0.005239082
minstd_rand,0.20,0.005057552
minstd_rand,0.19,0.005005144
minstd_rand,0.21,0.004937508
minstd_rand,0.23,0.004658866
minstd_rand,0.18,0.004688683
minstd_rand,0.18,0.004667703
minstd_rand,0.24,0.004976831
minstd_rand,0.23,0.004963136
minstd_rand,0.21,0.004915056
minstd_rand,0.22,0.004878328
minstd_rand,0.23,0.004863821
minstd_rand,0.22,0.004863579
minstd_rand,0.21,0.004876103
minstd_rand,0.22,0.004727595
minstd_rand,0.24,0.005381879
minstd_rand,0.16,0.004909035
minstd_rand,0.21,0.004723828
minstd_rand,0.20,0.005487858
minstd_rand,0.16,0.004694734
minstd_rand,0.20,0.004955021
minstd_rand,0.20,0.004972013
minstd_rand,0.20,0.004746251
minstd_rand,0.20,0.004763963
minstd_rand,0.20,0.004802315
minstd_rand,0.21,0.004841017
minstd_rand,0.22,0.004829967
minstd_rand,0.20,0.004825569
minstd_rand,0.20,0.004799710
minstd_rand,0.19,0.004823845
minstd_rand,0.20,0.004846728
minstd_rand,0.20,0.005103318
minstd_rand,0.19,0.004764865
minstd_rand,0.21,0.004744056
minstd_rand,0.21,0.004957736
minstd_rand,0.20,0.004799991
minstd_rand,0.20,0.004932699
minstd_rand,0.19,0.004815389
minstd_rand,0.22,0.004824787
minstd_rand,0.22,0.004743475
minstd_rand,0.22,0.004720572
minstd_rand,0.21,0.004738446
minstd_rand,0.22,0.004735841
minstd_rand,0.22,0.004788399
minstd_rand,0.24,0.004692389
minstd_rand,0.22,0.004966382
minstd_rand,0.16,0.004586051
minstd_rand,0.21,0.004688322
minstd_rand,0.20,0.005021235
minstd_rand,0.21,0.004906870
minstd_rand,0.20,0.004994575
minstd_rand,0.20,0.004918913
minstd_rand,0.20,0.004670929
minstd_rand,0.22,0.004607480
minstd_rand,0.16,0.004715884
minstd_rand,0.20,0.004638759
minstd_rand,0.16,0.004891352
minstd_rand,0.20,0.005025312
minstd_rand,0.20,0.004912692
minstd_rand,0.20,0.004790072
minstd_rand,0.21,0.004715733
minstd_rand,0.19,0.005250945
minstd_rand,0.20,0.004808778
minstd_rand,0.21,0.004930855
minstd_rand,0.20,0.004776808
minstd_rand,0.20,0.004872476
minstd_rand,0.21,0.004821982
minstd_rand,0.18,0.004812444
minstd_rand,0.23,0.004779983
minstd_rand,0.22,0.004791254
mt19937,0.19,0.004188406
mt19937,0.13,0.003138573
mt19937,0.08,0.002873707
mt19937,0.09,0.002892442
mt19937,0.13,0.002835595
mt19937,0.13,0.003126189
mt19937,0.14,0.003120869
mt19937,0.14,0.003069343
mt19937,0.17,0.003054355
mt19937,0.14,0.002820237
mt19937,0.14,0.002839382
mt19937,0.13,0.002871823
mt19937,0.13,0.003203012
mt19937,0.13,0.003172505
mt19937,0.13,0.002990174
mt19937,0.15,0.003111311
mt19937,0.19,0.003259649
mt19937,0.13,0.002999001
mt19937,0.12,0.002871963
mt19937,0.12,0.002862907
mt19937,0.17,0.003158339
mt19937,0.12,0.003136719
mt19937,0.13,0.003013759
mt19937,0.18,0.003078870
mt19937,0.18,0.003427683
mt19937,0.13,0.002991627
mt19937,0.13,0.002820607
mt19937,0.13,0.002847637
mt19937,0.13,0.003130016
mt19937,0.13,0.002982961
mt19937,0.14,0.003235444
mt19937,0.15,0.002986408
mt19937,0.13,0.002843510
mt19937,0.13,0.003082768
mt19937,0.13,0.002823753
mt19937,0.13,0.003213703
mt19937,0.13,0.002964246
mt19937,0.14,0.003040578
mt19937,0.14,0.002920334
mt19937,0.13,0.003000955
mt19937,0.13,0.003040468
mt19937,0.13,0.003121410
mt19937,0.13,0.002970158
mt19937,0.15,0.003054966
mt19937,0.23,0.003164260
mt19937,0.15,0.002927357
mt19937,0.09,0.002847838
mt19937,0.18,0.003171434
mt19937,0.14,0.003138202
mt19937,0.14,0.003152548
mt19937,0.17,0.002985696
mt19937,0.14,0.002968394
mt19937,0.13,0.002869488
mt19937,0.13,0.002821199
mt19937,0.14,0.003056418
mt19937,0.14,0.002911617
mt19937,0.14,0.003167066
mt19937,0.16,0.002975597
mt19937,0.14,0.003018778
mt19937,0.14,0.002836246
mt19937,0.14,0.003166785
mt19937,0.13,0.002940992
mt19937,0.15,0.002984855
mt19937,0.16,0.003033926
mt19937,0.14,0.002851355
mt19937,0.13,0.003162877
mt19937,0.13,0.002872905
mt19937,0.13,0.003105760
mt19937,0.13,0.003020320
mt19937,0.16,0.003074051
mt19937,0.14,0.003361469
mt19937,0.13,0.002885929
mt19937,0.13,0.002857006
mt19937,0.12,0.002851194
mt19937,0.13,0.003378451
mt19937,0.13,0.003017345
mt19937,0.19,0.003077167
mt19937,0.15,0.003108776
mt19937,0.08,0.002843681
mt19937,0.13,0.003036982
mt19937,0.13,0.002858659
mt19937,0.14,0.003324560
mt19937,0.18,0.003036502
mt19937,0.15,0.003068762
mt19937,0.15,0.003145245
mt19937,0.12,0.002833431
mt19937,0.13,0.002896319
mt19937,0.14,0.003090743
mt19937,0.13,0.003149253
mt19937,0.14,0.003011074
mt19937,0.13,0.003265530
mt19937,0.15,0.002993510
mt19937,0.13,0.002857897
mt19937,0.12,0.002895808
mt19937,0.12,0.003130347
mt19937,0.12,0.003171413
mt19937,0.13,0.003022014
mt19937,0.15,0.003035058
mt19937,0.14,0.002868878
mt19937,0.12,0.002860642
mt19937_64,0.08,0.002839152
mt19937_64,0.13,0.003105731
mt19937_64,0.13,0.002970308
mt19937_64,0.15,0.002927457
mt19937_64,0.15,0.002969536
mt19937_64,0.13,0.002772928
mt19937_64,0.13,0.002766626
mt19937_64,0.09,0.002798757
mt19937_64,0.13,0.003148721
mt19937_64,0.08,0.002919973
mt19937_64,0.15,0.002984985
mt19937_64,0.19,0.003436980
mt19937_64,0.13,0.002800299
mt19937_64,0.12,0.002798465
mt19937_64,0.13,0.003224513
mt19937_64,0.13,0.002881381
mt19937_64,0.13,0.003120609
mt19937_64,0.13,0.002979514
mt19937_64,0.20,0.004014090
mt19937_64,0.15,0.002818253
mt19937_64,0.19,0.003666049
mt19937_64,0.09,0.002800960
mt19937_64,0.13,0.003096935
mt19937_64,0.13,0.002940301
mt19937_64,0.14,0.002826769
mt19937_64,0.08,0.002819595
mt19937_64,0.13,0.002798146
mt19937_64,0.13,0.002902290
mt19937_64,0.14,0.003124145
mt19937_64,0.13,0.002891199
mt19937_64,0.14,0.003089290
mt19937_64,0.15,0.002975256
mt19937_64,0.09,0.002976489
mt19937_64,0.09,0.002762258
mt19937_64,0.13,0.003052721
mt19937_64,0.13,0.002914643
mt19937_64,0.14,0.002931695
mt19937_64,0.15,0.003001927
mt19937_64,0.13,0.003052471
mt19937_64,0.13,0.002761346
mt19937_64,0.09,0.002764272
mt19937_64,0.13,0.003208112
mt19937_64,0.12,0.002940020
mt19937_64,0.16,0.002995504
mt19937_64,0.14,0.002920304
mt19937_64,0.13,0.002811039
mt19937_64,0.13,0.002789609
mt19937_64,0.14,0.002819786
mt19937_64,0.13,0.003111892
mt19937_64,0.13,0.002888154
mt19937_64,0.13,0.002994152
mt19937_64,0.15,0.002939380
mt19937_64,0.13,0.002806581
mt19937_64,0.13,0.002845063
mt19937_64,0.13,0.003066717
mt19937_64,0.13,0.002879758
mt19937_64,0.15,0.003121951
mt19937_64,0.16,0.003021002
mt19937_64,0.14,0.002844091
mt19937_64,0.15,0.003014380
mt19937_64,0.13,0.002786744
mt19937_64,0.13,0.003032675
mt19937_64,0.13,0.002883575
mt19937_64,0.12,0.003051128
mt19937_64,0.14,0.002888745
mt19937_64,0.12,0.002792695
mt19937_64,0.13,0.002985916
mt19937_64,0.15,0.003089630
mt19937_64,0.13,0.002945331
mt19937_64,0.13,0.002980878
mt19937_64,0.14,0.003012436
mt19937_64,0.13,0.002769201
mt19937_64,0.13,0.002824996
mt19937_64,0.13,0.002775463
mt19937_64,0.12,0.003081495
mt19937_64,0.16,0.004117384
mt19937_64,0.13,0.002951372
mt19937_64,0.15,0.002854591
mt19937_64,0.08,0.002814415
mt19937_64,0.08,0.002815869
mt19937_64,0.13,0.003050478
mt19937_64,0.13,0.002902861
mt19937_64,0.15,0.003020431
mt19937_64,0.15,0.002924311
mt19937_64,0.12,0.002871202
mt19937_64,0.13,0.003027725
mt19937_64,0.13,0.002792996
mt19937_64,0.17,0.003218091
mt19937_64,0.13,0.002925334
mt19937_64,0.13,0.002975306
mt19937_64,0.15,0.003018798
mt19937_64,0.08,0.002779300
mt19937_64,0.12,0.002788437
mt19937_64,0.14,0.002840405
mt19937_64,0.15,0.003078019
mt19937_64,0.15,0.003104088
mt19937_64,0.16,0.002948277
mt19937_64,0.14,0.002995635
mt19937_64,0.12,0.003188606
mt19937_64,0.13,0.002810368
mt11213b,0.09,0.002779450
mt11213b,0.14,0.002599253
mt11213b,0.11,0.002459943
mt11213b,0.08,0.002440116
mt11213b,0.09,0.002444534
mt11213b,0.08,0.002749344
mt11213b,0.13,0.002739786
mt11213b,0.16,0.002925343
mt11213b,0.08,0.002581250
mt11213b,0.12,0.002602359
mt11213b,0.12,0.002624901
mt11213b,0.12,0.002417153
mt11213b,0.13,0.002506830
mt11213b,0.13,0.002747311
mt11213b,0.14,0.002751878
mt11213b,0.12,0.002612298
mt11213b,0.08,0.002443291
mt11213b,0.12,0.002666770
mt11213b,0.08,0.002755646
mt11213b,0.09,0.002589585
mt11213b,0.14,0.002583534
mt11213b,0.08,0.002414257
mt11213b,0.13,0.002429756
mt11213b,0.13,0.002675556
mt11213b,0.13,0.002728315
mt11213b,0.13,0.002599884
mt11213b,0.15,0.002741659
mt11213b,0.09,0.002520135
mt11213b,0.13,0.002676107
mt11213b,0.12,0.002756788
mt11213b,0.12,0.002989874
mt11213b,0.15,0.002603130
mt11213b,0.14,0.002463920
mt11213b,0.10,0.002430757
mt11213b,0.13,0.002453881
mt11213b,0.15,0.002748011
mt11213b,0.09,0.002615694
mt11213b,0.09,0.002495148
mt11213b,0.13,0.002457858
mt11213b,0.13,0.003439124
mt11213b,0.13,0.002473839
mt11213b,0.08,0.002751017
mt11213b,0.08,0.002613720
mt11213b,0.15,0.002760375
mt11213b,0.13,0.002637545
mt11213b,0.08,0.002440737
mt11213b,0.08,0.002661069
mt11213b,0.08,0.002750246
mt11213b,0.08,0.002597601
mt11213b,0.10,0.002651100
mt11213b,0.13,0.002640310
mt11213b,0.08,0.002430337
mt11213b,0.08,0.002519103
mt11213b,0.12,0.003004281
mt11213b,0.09,0.002567364
mt11213b,0.12,0.003155895
mt11213b,0.14,0.002978543
mt11213b,0.08,0.002437481
mt11213b,0.13,0.002455555
mt11213b,0.13,0.002717765
mt11213b,0.13,0.002548538
mt11213b,0.14,0.002632125
mt11213b,0.15,0.002850603
mt11213b,0.09,0.002441267
mt11213b,0.12,0.002712866
mt11213b,0.13,0.002411742
mt11213b,0.13,0.002705593
mt11213b,0.14,0.002646692
mt11213b,0.14,0.002493926
mt11213b,0.14,0.002593071
mt11213b,0.09,0.002486161
mt11213b,0.10,0.002611736
mt11213b,0.10,0.002450976
mt11213b,0.14,0.002682178
mt11213b,0.09,0.002637665
mt11213b,0.14,0.002703558
mt11213b,0.08,0.002461746
mt11213b,0.16,0.003630923
mt11213b,0.08,0.002771325
mt11213b,0.09,0.002576641
mt11213b,0.15,0.002773109
mt11213b,0.14,0.002470923
mt11213b,0.13,0.002465944
mt11213b,0.12,0.002579125
mt11213b,0.12,0.002788196
mt11213b,0.08,0.002595686
mt11213b,0.08,0.002621946
mt11213b,0.15,0.002525636
mt11213b,0.13,0.002458711
mt11213b,0.08,0.002457468
mt11213b,0.12,0.002420459
mt11213b,0.13,0.002862776
mt11213b,0.14,0.002634218
mt11213b,0.08,0.002575007
mt11213b,0.13,0.002434205
mt11213b,0.14,0.002434585
mt11213b,0.13,0.002760024
mt11213b,0.13,0.002594754
mt11213b,0.15,0.002651451
mt11213b,0.08,0.002425218
rand,0.56,0.012572503
rand,0.57,0.012259978
rand,0.57,0.012602769
rand,0.55,0.012571852
rand,0.53,0.012406212
rand,0.62,0.012362430
rand,0.58,0.012356439
rand,0.52,0.012336541
rand,0.49,0.012427291
rand,0.52,0.012340308
rand,0.49,0.012495068
rand,0.56,0.012353643
rand,0.54,0.012978372
rand,0.52,0.012221647
rand,0.56,0.012627005
rand,0.56,0.012466595
rand,0.56,0.012629519
rand,0.55,0.012342543
rand,0.55,0.012683861
rand,0.50,0.012367099
rand,0.56,0.012585387
rand,0.55,0.012617517
rand,0.55,0.012474559
rand,0.49,0.012431970
rand,0.50,0.012777967
rand,0.55,0.012502782
rand,0.53,0.012407474
rand,0.63,0.012875079
rand,0.59,0.012902490
rand,0.57,0.012209614
rand,0.51,0.012333345
rand,0.51,0.012392536
rand,0.55,0.012766055
rand,0.54,0.012363672
rand,0.54,0.013042212
rand,0.54,0.012401834
rand,0.49,0.012542286
rand,0.51,0.012405561
rand,0.49,0.012549480
rand,0.51,0.012390292
rand,0.54,0.012496691
rand,0.55,0.012368912
rand,0.51,0.012367128
rand,0.55,0.012325831
rand,0.51,0.012585307
rand,0.55,0.012631824
rand,0.52,0.012439834
rand,0.53,0.012545372
rand,0.54,0.012570820
rand,0.69,0.012634739
rand,0.58,0.012952083
rand,0.57,0.012474800
rand,0.51,0.012439634
rand,0.51,0.012178476
rand,0.55,0.014570611
rand,0.51,0.012396714
rand,0.54,0.012657081
rand,0.51,0.012274585
rand,0.53,0.012592330
rand,0.56,0.012420268
rand,0.52,0.012358172
rand,0.56,0.012316684
rand,0.56,0.012606206
rand,0.54,0.012216587
rand,0.56,0.012387917
rand,0.49,0.012699140
rand,0.56,0.013137500
rand,0.54,0.012575017
rand,0.51,0.012443952
rand,0.51,0.012770453
rand,0.50,0.012268504
rand,0.61,0.012333716
rand,0.53,0.012493926
rand,0.56,0.012558226
rand,0.54,0.012632315
rand,0.55,0.012604333
rand,0.50,0.012682158
rand,0.54,0.012498214
rand,0.49,0.012706494
rand,0.51,0.012454953
rand,0.50,0.012531897
rand,0.51,0.012345649
rand,0.55,0.013109568
rand,0.50,0.012428293
rand,0.57,0.012357621
rand,0.49,0.012291577
rand,0.56,0.012251984
rand,0.56,0.012440556
rand,0.55,0.012389871
rand,0.60,0.012647914
rand,0.55,0.012413475
rand,0.53,0.012407164
rand,0.55,0.012538960
rand,0.63,0.012677529
rand,0.53,0.012550772
rand,0.51,0.012471213
rand,0.57,0.012266441
rand,0.51,0.012194836
rand,0.51,0.012539131
rand,0.51,0.012720359
ranlux24_base,0.30,0.006573569
ranlux24_base,0.27,0.006753366
ranlux24_base,0.32,0.006683384
ranlux24_base,0.31,0.006661092
ranlux24_base,0.31,0.006485835
ranlux24_base,0.29,0.006711126
ranlux24_base,0.25,0.006566766
ranlux24_base,0.30,0.007339633
ranlux24_base,0.25,0.006544194
ranlux24_base,0.25,0.006445820
ranlux24_base,0.25,0.006426103
ranlux24_base,0.25,0.006671652
ranlux24_base,0.25,0.006377542
ranlux24_base,0.26,0.006699695
ranlux24_base,0.31,0.006510181
ranlux24_base,0.32,0.006465968
ranlux24_base,0.27,0.006720223
ranlux24_base,0.28,0.006541249
ranlux24_base,0.27,0.006433036
ranlux24_base,0.27,0.006471117
ranlux24_base,0.33,0.006604908
ranlux24_base,0.33,0.006481026
ranlux24_base,0.27,0.006520300
ranlux24_base,0.29,0.006714893
ranlux24_base,0.30,0.006416455
ranlux24_base,0.30,0.006590581
ranlux24_base,0.28,0.007071391
ranlux24_base,0.25,0.006465056
ranlux24_base,0.26,0.006584830
ranlux24_base,0.27,0.006651795
ranlux24_base,0.32,0.006485174
ranlux24_base,0.32,0.006667084
ranlux24_base,0.27,0.006431573
ranlux24_base,0.35,0.007660171
ranlux24_base,0.29,0.006697651
ranlux24_base,0.30,0.006526321
ranlux24_base,0.24,0.006562789
ranlux24_base,0.30,0.006712148
ranlux24_base,0.29,0.006446592
ranlux24_base,0.29,0.006710485
ranlux24_base,0.29,0.006462532
ranlux24_base,0.25,0.006424730
ranlux24_base,0.25,0.006493680
ranlux24_base,0.25,0.006376350
ranlux24_base,0.31,0.006759437
ranlux24_base,0.27,0.006438386
ranlux24_base,0.31,0.006755249
ranlux24_base,0.31,0.006952949
ranlux24_base,0.31,0.006495472
ranlux24_base,0.33,0.006725683
ranlux24_base,0.27,0.006593606
ranlux24_base,0.29,0.006616289
ranlux24_base,0.32,0.006480375
ranlux24_base,0.29,0.006730422
ranlux24_base,0.30,0.006437184
ranlux24_base,0.25,0.006681911
ranlux24_base,0.25,0.006442834
ranlux24_base,0.29,0.006873520
ranlux24_base,0.29,0.006419822
ranlux24_base,0.25,0.006476157
ranlux24_base,0.31,0.006514999
ranlux24_base,0.33,0.006534636
ranlux24_base,0.32,0.006451501
ranlux24_base,0.27,0.006473081
ranlux24_base,0.31,0.006690047
ranlux24_base,0.29,0.007342748
ranlux24_base,0.29,0.006582566
ranlux24_base,0.30,0.006823427
ranlux24_base,0.29,0.006436453
ranlux24_base,0.29,0.006470246
ranlux24_base,0.25,0.006570453
ranlux24_base,0.30,0.006583879
ranlux24_base,0.31,0.006594749
ranlux24_base,0.33,0.006452393
ranlux24_base,0.27,0.006489262
ranlux24_base,0.32,0.006487338
ranlux24_base,0.28,0.006416225
ranlux24_base,0.31,0.006627389
ranlux24_base,0.25,0.006661053
ranlux24_base,0.29,0.006597844
ranlux24_base,0.29,0.006476978
ranlux24_base,0.32,0.006690408
ranlux24_base,0.26,0.006522874
ranlux24_base,0.25,0.006689716
ranlux24_base,0.29,0.006677644
ranlux24_base,0.30,0.006361362
ranlux24_base,0.25,0.006446982
ranlux24_base,0.29,0.006610728
ranlux24_base,0.31,0.007129109
ranlux24_base,0.28,0.006637077
ranlux24_base,0.24,0.006564903
ranlux24_base,0.28,0.006600419
ranlux24_base,0.29,0.006317831
ranlux24_base,0.29,0.006665451
ranlux24_base,0.29,0.006639552
ranlux24_base,0.29,0.006346875
ranlux24_base,0.30,0.006645814
ranlux24_base,0.25,0.006451721
ranlux24_base,0.31,0.006850206
ranlux24_base,0.27,0.006463663
ranlux48_base,0.27,0.006219206
ranlux48_base,0.28,0.006382351
ranlux48_base,0.30,0.007240848
ranlux48_base,0.26,0.006286743
ranlux48_base,0.26,0.006227271
ranlux48_base,0.25,0.006265513
ranlux48_base,0.25,0.006426714
ranlux48_base,0.25,0.006369918
ranlux48_base,0.25,0.006085927
ranlux48_base,0.25,0.006277455
ranlux48_base,0.28,0.006317290
ranlux48_base,0.31,0.006368445
ranlux48_base,0.30,0.006273698
ranlux48_base,0.25,0.006088221
ranlux48_base,0.25,0.006205591
ranlux48_base,0.30,0.006027497
ranlux48_base,0.29,0.006247479
ranlux48_base,0.26,0.006149625
ranlux48_base,0.26,0.006151168
ranlux48_base,0.28,0.006039900
ranlux48_base,0.28,0.006263879
ranlux48_base,0.27,0.006120161
ranlux48_base,0.27,0.006223774
ranlux48_base,0.33,0.006311138
ranlux48_base,0.27,0.006161368
ranlux48_base,0.31,0.006377983
ranlux48_base,0.29,0.006218274
ranlux48_base,0.25,0.006202024
ranlux48_base,0.25,0.006217473
ranlux48_base,0.25,0.006009464
ranlux48_base,0.25,0.006218384
ranlux48_base,0.25,0.006037426
ranlux48_base,0.25,0.006147683
ranlux48_base,0.25,0.006003923
ranlux48_base,0.25,0.006025654
ranlux48_base,0.25,0.006008121
ranlux48_base,0.25,0.006050761
ranlux48_base,0.25,0.006099772
ranlux48_base,0.25,0.005990979
ranlux48_base,0.25,0.006175514
ranlux48_base,0.28,0.006058856
ranlux48_base,0.34,0.006790224
ranlux48_base,0.34,0.006269650
ranlux48_base,0.25,0.006323501
ranlux48_base,0.25,0.006145087
ranlux48_base,0.27,0.006161608
ranlux48_base,0.25,0.006252248
ranlux48_base,0.24,0.006571435
ranlux48_base,0.26,0.006145639
ranlux48_base,0.25,0.006208426
ranlux48_base,0.25,0.006008101
ranlux48_base,0.25,0.005984567
ranlux48_base,0.25,0.006877948
ranlux48_base,0.27,0.006019413
