engine;pkg;cpu;sleep
mt19937;6.62;0.229905526;4.72
mt19937;6.64;0.229808005;4.61
mt19937;6.74;0.229759665;4.61
mt19937;6.61;0.229913238;4.59
mt19937;6.71;0.230919550;4.61
mt19937;6.73;0.230994749;4.60
mt19937;6.84;0.230980098;4.61
mt19937;6.79;0.231032561;4.61
mt19937;6.74;0.230927010;4.59
mt19937;6.79;0.230294710;4.59
mt19937;6.78;0.230221499;4.60
mt19937;6.73;0.230331757;4.66
mt19937;6.74;0.232717088;4.70
mt19937;6.80;0.230206559;4.61
mt19937;6.66;0.229778839;4.58
mt19937;6.74;0.230113543;4.63
mt19937;6.62;0.229867824;4.57
mt19937;6.76;0.230917963;4.60
mt19937;6.85;0.230954018;4.64
mt19937;6.75;0.229920130;4.58
mt19937;6.80;0.230205319;4.58
mt19937;6.80;0.230304488;4.61
mt19937;6.59;0.229862464;4.61
mt19937;6.81;0.230292571;4.68
mt19937;6.73;0.231019416;4.62
mt19937;6.77;0.230363033;4.63
mt19937;6.62;0.229886651;4.58
mt19937;6.77;0.230144369;4.60
mt19937;6.62;0.229763043;4.59
mt19937;6.77;0.229775961;4.61
mt19937;6.73;0.230871867;4.60
mt19937;6.76;0.230349592;4.58
mt19937;6.73;0.229765993;4.59
mt19937;6.61;0.229930008;4.59
mt19937;6.76;0.230320832;4.76
mt19937;6.68;0.229923955;4.64
mt19937;6.70;0.231109966;4.64
mt19937;6.64;0.229838300;4.58
mt19937;6.61;0.229822876;4.62
mt19937;6.59;0.229780099;4.58
mt19937_64;6.23;0.201271397;4.03
mt19937_64;5.97;0.199898666;3.97
mt19937_64;6.03;0.201041940;4.19
mt19937_64;6.02;0.201409792;4.04
mt19937_64;6.02;0.200732707;3.97
mt19937_64;6.24;0.201311333;4.01
mt19937_64;6.05;0.201605856;4.02
mt19937_64;6.08;0.201073298;4.20
mt19937_64;6.02;0.199824238;3.99
mt19937_64;6.01;0.200864870;4.03
mt19937_64;6.22;0.201206320;4.04
mt19937_64;6.06;0.201189099;4.00
mt19937_64;6.09;0.201574874;4.13
mt19937_64;6.07;0.200996835;4.03
mt19937_64;6.03;0.200453835;3.98
mt19937_64;6.16;0.199745233;4.01
mt19937_64;6.05;0.200136029;4.01
mt19937_64;6.04;0.200253230;4.16
mt19937_64;6.04;0.201082549;4.04
mt19937_64;6.05;0.200593334;4.01
mt19937_64;6.18;0.200151216;3.98
mt19937_64;5.94;0.199900627;3.98
mt19937_64;6.04;0.201297080;4.16
mt19937_64;6.04;0.201358913;4.04
mt19937_64;6.04;0.201122766;4.02
mt19937_64;6.15;0.200859028;4.00
mt19937_64;5.99;0.199889618;4.00
mt19937_64;6.07;0.200529742;4.13
mt19937_64;6.06;0.199919985;4.03
mt19937_64;5.98;0.200155008;4.01
mt19937_64;6.15;0.199821554;3.98
mt19937_64;6.04;0.201403304;4.02
mt19937_64;6.00;0.200498388;4.15
mt19937_64;6.05;0.201263566;4.02
mt19937_64;5.96;0.200238331;4.01
mt19937_64;6.23;0.201134716;4.03
mt19937_64;6.00;0.200252792;4.02
mt19937_64;6.01;0.200152134;4.07
mt19937_64;6.05;0.200175800;4.02
mt19937_64;6.05;0.199429412;3.98
mt19937_64;6.19;0.201044999;4.04
mt19937_64;6.07;0.201265376;4.03
mt19937_64;6.02;0.201196107;4.14
mt19937_64;6.04;0.201250198;4.04
mt19937_64;6.04;0.201071458;4.04
mt19937_64;6.24;0.201452718;4.04
mt19937_64;6.07;0.201505953;4.01
mt19937_64;6.06;0.201643733;4.18
mt19937_64;6.06;0.201264110;4.02
mt19937_64;6.03;0.200736203;4.04
mt19937_64;6.17;0.201157411;4.04
mt19937_64;6.03;0.200644030;4.00
mt19937_64;5.99;0.200005774;4.16
mt19937_64;6.03;0.200511889;4.03
mt19937_64;6.02;0.200660257;4.02
mt19937_64;6.16;0.200329625;4.02
mt19937_64;6.30;0.210098713;4.19
mt19937_64;6.03;0.200617702;4.12
mt19937_64;6.05;0.200946075;4.03
mt19937_64;6.08;0.201427379;4.04
mt19937_64;6.14;0.201619903;4.02
mt19937_64;6.06;0.201255900;4.01
mt19937_64;6.07;0.201528891;4.11
mt19937_64;6.07;0.201028859;4.04
mt19937_64;6.05;0.201454020;4.03
mt19937_64;6.13;0.201181418;4.01
mt19937_64;6.06;0.201208589;4.01
mt19937_64;6.05;0.201239282;4.06
mt19937_64;6.06;0.200949767;4.02
mt19937_64;6.05;0.201133654;4.03
mt19937_64;6.08;0.201407080;4.02
mt19937_64;6.07;0.201457136;3.99
mt19937_64;6.00;0.200902140;4.03
mt19937_64;6.05;0.201419444;4.04
mt19937_64;6.06;0.201031372;4.03
mt19937_64;6.04;0.200907032;4.00
