#program;length;compiler;opt;energy(J);time(s);seed
bitset;512;clang++;-O2;47.01;1.552570111;00
bitset;512;clang++;-O2;46.08;1.558751863;01
bitset;512;clang++;-O2;46.61;1.547335469;02
bitset;512;clang++;-O2;46.64;1.553032575;03
bitset;512;clang++;-O2;46.73;1.552803106;04
bitset;512;clang++;-O2;46.03;1.546908030;05
bitset;512;clang++;-O2;46.50;1.547202861;06
bitset;512;clang++;-O2;46.96;1.557538465;07
bitset;512;clang++;-O2;46.67;1.545835245;08
bitset;512;clang++;-O2;46.84;1.552867085;09
bitset;512;clang++;-O2;46.88;1.554393117;10
bitset;512;clang++;-O2;46.25;1.545456506;11
bitset;512;clang++;-O2;45.91;1.547547034;12
bitset;512;clang++;-O2;46.79;1.553718217;13
bitset;512;clang++;-O2;46.72;1.552592493;14
bitset;512;clang++;-O2;46.91;1.547443641;15
bitset;512;clang++;-O2;46.80;1.554418084;16
bitset;512;clang++;-O2;46.40;1.548675012;17
bitset;512;clang++;-O2;46.60;1.549336387;18
bitset;512;clang++;-O2;46.85;1.552587633;19
bitset;512;clang++;-O2;46.68;1.545316475;20
bitset;512;clang++;-O2;46.88;1.558484393;21
bitset;512;clang++;-O2;46.84;1.554063822;22
bitset;512;clang++;-O2;46.87;1.555893541;23
bitset;512;clang++;-O2;46.84;1.552616006;24
bitset;512;clang++;-O2;48.18;1.552713368;25
bitset;512;clang++;-O2;46.88;1.558781347;26
bitset;512;clang++;-O2;46.84;1.558153374;27
bitset;512;clang++;-O2;46.75;1.552935684;28
bitset;512;clang++;-O2;46.84;1.553096354;29
bitset;512;clang++;-O2;46.83;1.552547688;30
bitset;512;clang++;-O2;46.77;1.552642677;31
bitset;512;clang++;-O2;46.76;1.558850037;32
bitset;512;clang++;-O2;46.70;1.552735459;33
bitset;512;clang++;-O2;46.05;1.558992953;34
bitset;512;clang++;-O2;46.92;1.557570305;35
bitset;512;clang++;-O2;46.87;1.552689444;36
bitset;512;clang++;-O2;46.83;1.559269611;37
bitset;512;clang++;-O2;46.75;1.552431572;38
bitset;512;clang++;-O2;46.86;1.558743898;39
bitset;512;clang++;-O2;46.83;1.544153802;40
bitset;512;clang++;-O2;46.72;1.553035461;41
bitset;512;clang++;-O2;47.01;1.552698430;42
bitset;512;clang++;-O2;46.41;1.543895801;43
bitset;512;clang++;-O2;46.83;1.558715684;44
bitset;512;clang++;-O2;46.82;1.559061572;45
bitset;512;clang++;-O2;46.90;1.543697080;46
bitset;512;clang++;-O2;46.84;1.556087504;47
bitset;512;clang++;-O2;46.72;1.552777188;48
bitset;512;clang++;-O2;46.83;1.558749549;49
bitset;512;clang++;-O2;46.77;1.558390016;50
bitset;512;clang++;-O2;46.77;1.558830760;51
bitset;512;clang++;-O2;46.89;1.554471373;52
bitset;512;clang++;-O2;46.85;1.559266174;53
bitset;512;clang++;-O2;46.87;1.552745729;54
bitset;512;clang++;-O2;46.91;1.559218194;55
bitset;512;clang++;-O2;46.80;1.559119750;56
bitset;512;clang++;-O2;46.89;1.552875742;57
bitset;512;clang++;-O2;46.84;1.544444416;58
bitset;512;clang++;-O2;47.05;1.558450019;59
bitset;512;clang++;-O2;46.92;1.558903496;60
bitset;512;clang++;-O2;46.91;1.553261232;61
bitset;512;clang++;-O2;47.04;1.552595328;62
bitset;512;clang++;-O2;46.99;1.556505544;63
bitset;512;clang++;-O2;46.93;1.558890292;64
bitset;512;clang++;-O2;48.12;1.552969267;65
bitset;512;clang++;-O2;47.03;1.553042053;66
bitset;512;clang++;-O2;47.02;1.552718538;67
bitset;512;clang++;-O2;47.03;1.552650641;68
bitset;512;clang++;-O2;46.94;1.544190521;69
bitset;512;clang++;-O2;46.85;1.544721564;70
bitset;512;clang++;-O2;46.52;1.543969850;71
bitset;512;clang++;-O2;46.83;1.558648640;72
bitset;512;clang++;-O2;46.98;1.553005334;73
bitset;512;clang++;-O2;47.05;1.553068993;74
bitset;512;clang++;-O2;46.68;1.543496144;75
bitset;512;clang++;-O2;48.06;1.552556285;76
bitset;512;clang++;-O2;45.90;1.559390116;77
bitset;512;clang++;-O2;46.45;1.544191343;78
bitset;512;clang++;-O2;46.92;1.558853372;79
bitset;512;clang++;-O2;46.47;1.556635818;80
bitset;512;clang++;-O2;46.53;1.544029491;81
bitset;512;clang++;-O2;46.99;1.558705957;82
bitset;512;clang++;-O2;46.92;1.559493428;83
bitset;512;clang++;-O2;46.90;1.552577525;84
bitset;512;clang++;-O2;46.34;1.559113227;85
bitset;512;clang++;-O2;46.48;1.544269679;86
bitset;512;clang++;-O2;46.82;1.552780544;87
bitset;512;clang++;-O2;46.51;1.544087339;88
bitset;512;clang++;-O2;46.79;1.558586825;89
bitset;512;clang++;-O2;46.85;1.552550614;90
bitset;512;clang++;-O2;47.59;1.552602541;91
bitset;512;clang++;-O2;46.60;1.544039419;92
bitset;512;clang++;-O2;46.36;1.558522203;93
bitset;512;clang++;-O2;46.83;1.552567295;94
bitset;512;clang++;-O2;46.91;1.552439006;95
bitset;512;clang++;-O2;46.95;1.544129978;96
bitset;512;clang++;-O2;46.55;1.544226519;97
bitset;512;clang++;-O2;46.50;1.544244983;98
bitset;512;clang++;-O2;46.28;1.553173268;99
bitset;1024;clang++;-O2;93.61;3.084611879;00
bitset;1024;clang++;-O2;94.34;3.064942723;01
bitset;1024;clang++;-O2;93.99;3.100542850;02
bitset;1024;clang++;-O2;92.07;3.109211099;03
bitset;1024;clang++;-O2;92.36;3.086882523;04
bitset;1024;clang++;-O2;93.53;3.112461182;05
bitset;1024;clang++;-O2;93.68;3.100734117;06
bitset;1024;clang++;-O2;93.54;3.113047598;07
bitset;1024;clang++;-O2;92.62;3.083051724;08
bitset;1024;clang++;-O2;93.70;3.112609380;09
bitset;1024;clang++;-O2;94.85;3.110827720;10
bitset;1024;clang++;-O2;93.46;3.113913977;11
bitset;1024;clang++;-O2;93.60;3.112804244;12
bitset;1024;clang++;-O2;92.71;3.083653719;13
bitset;1024;clang++;-O2;93.78;3.100754766;14
bitset;1024;clang++;-O2;93.53;3.114417178;15
bitset;1024;clang++;-O2;93.52;3.113539457;16
bitset;1024;clang++;-O2;93.87;3.100774634;17
bitset;1024;clang++;-O2;93.50;3.084512263;18
bitset;1024;clang++;-O2;93.03;3.078333417;19
bitset;1024;clang++;-O2;93.71;3.105195004;20
bitset;1024;clang++;-O2;93.61;3.113406849;21
bitset;1024;clang++;-O2;91.71;3.114549124;22
bitset;1024;clang++;-O2;93.62;3.112699156;23
bitset;1024;clang++;-O2;93.71;3.100723419;24
bitset;1024;clang++;-O2;93.62;3.113748700;25
bitset;1024;clang++;-O2;92.60;3.085277412;26
bitset;1024;clang++;-O2;93.60;3.090641336;27
bitset;1024;clang++;-O2;92.41;3.108154144;28
bitset;1024;clang++;-O2;93.74;3.112402133;29
bitset;1024;clang++;-O2;93.46;3.113558726;30
bitset;1024;clang++;-O2;93.78;3.089925198;31
bitset;1024;clang++;-O2;93.64;3.083800252;32
bitset;1024;clang++;-O2;93.55;3.100847429;33
bitset;1024;clang++;-O2;91.82;3.112528329;34
bitset;1024;clang++;-O2;92.37;3.087064111;35
bitset;1024;clang++;-O2;93.42;3.086596488;36
bitset;1024;clang++;-O2;94.72;3.074500753;37
bitset;1024;clang++;-O2;92.33;3.086944417;38
bitset;1024;clang++;-O2;93.35;3.087327183;39
bitset;1024;clang++;-O2;93.55;3.097597527;40
bitset;1024;clang++;-O2;93.81;3.100746161;41
bitset;1024;clang++;-O2;93.70;3.086210296;42
bitset;1024;clang++;-O2;93.63;3.099883709;43
bitset;1024;clang++;-O2;92.61;3.085445236;44
bitset;1024;clang++;-O2;93.07;3.083990938;45
bitset;1024;clang++;-O2;93.82;3.111963654;46
bitset;1024;clang++;-O2;93.90;3.095268905;47
bitset;1024;clang++;-O2;94.06;3.100626517;48
bitset;1024;clang++;-O2;93.64;3.112924380;49
bitset;1024;clang++;-O2;93.59;3.086841725;50
bitset;1024;clang++;-O2;93.60;3.111806570;51
bitset;1024;clang++;-O2;93.60;3.062892428;52
bitset;1024;clang++;-O2;92.15;3.114369870;53
bitset;1024;clang++;-O2;92.46;3.056932531;54
bitset;1024;clang++;-O2;91.57;3.114528858;55
bitset;1024;clang++;-O2;93.61;3.100900680;56
bitset;1024;clang++;-O2;93.55;3.112458559;57
bitset;1024;clang++;-O2;92.23;3.087037592;58
bitset;1024;clang++;-O2;92.12;3.088586988;59
bitset;1024;clang++;-O2;93.52;3.095400891;60
bitset;1024;clang++;-O2;93.74;3.100820339;61
bitset;1024;clang++;-O2;92.22;3.087462066;62
bitset;1024;clang++;-O2;93.36;3.086881250;63
bitset;1024;clang++;-O2;92.11;3.111505217;64
bitset;1024;clang++;-O2;93.52;3.112087546;65
bitset;1024;clang++;-O2;93.65;3.112768448;66
bitset;1024;clang++;-O2;93.48;3.100841178;67
bitset;1024;clang++;-O2;93.46;3.084797455;68
bitset;1024;clang++;-O2;93.56;3.100750559;69
bitset;1024;clang++;-O2;93.63;3.112494526;70
bitset;1024;clang++;-O2;93.42;3.085692919;71
bitset;1024;clang++;-O2;94.27;3.112027784;72
bitset;1024;clang++;-O2;93.63;3.112252304;73
bitset;1024;clang++;-O2;93.81;3.101299314;74
bitset;1024;clang++;-O2;93.55;3.086541284;75
bitset;1024;clang++;-O2;93.56;3.101283645;76
bitset;1024;clang++;-O2;93.42;3.096045375;77
bitset;1024;clang++;-O2;93.21;3.085990274;78
bitset;1024;clang++;-O2;93.82;3.096684951;79
bitset;1024;clang++;-O2;93.67;3.092454965;80
bitset;1024;clang++;-O2;93.24;3.081308485;81
bitset;1024;clang++;-O2;93.66;3.102517852;82
bitset;1024;clang++;-O2;93.65;3.100829467;83
bitset;1024;clang++;-O2;93.62;3.084767188;84
bitset;1024;clang++;-O2;93.23;3.085594665;85
bitset;1024;clang++;-O2;93.61;3.100535547;86
bitset;1024;clang++;-O2;93.72;3.100793769;87
bitset;1024;clang++;-O2;93.66;3.100794642;88
bitset;1024;clang++;-O2;93.71;3.113947371;89
bitset;1024;clang++;-O2;93.50;3.112789998;90
bitset;1024;clang++;-O2;93.94;3.100789511;91
bitset;1024;clang++;-O2;93.47;3.085340680;92
bitset;1024;clang++;-O2;93.35;3.097594771;93
bitset;1024;clang++;-O2;93.49;3.113733962;94
bitset;1024;clang++;-O2;93.42;3.113708044;95
bitset;1024;clang++;-O2;93.66;3.113773527;96
bitset;1024;clang++;-O2;91.92;3.111676377;97
bitset;1024;clang++;-O2;93.46;3.085503996;98
bitset;1024;clang++;-O2;92.37;3.089095959;99
bitset;2048;clang++;-O2;186.38;6.166999240;00
bitset;2048;clang++;-O2;187.39;6.196095185;01
bitset;2048;clang++;-O2;187.03;6.220414153;02
bitset;2048;clang++;-O2;187.28;6.196408320;03
bitset;2048;clang++;-O2;187.45;6.196415975;04
bitset;2048;clang++;-O2;187.02;6.222703382;05
bitset;2048;clang++;-O2;186.88;6.196391639;06
bitset;2048;clang++;-O2;186.80;6.221423099;07
bitset;2048;clang++;-O2;187.23;6.197574419;08
bitset;2048;clang++;-O2;186.91;6.200261211;09
bitset;2048;clang++;-O2;186.86;6.222684165;10
bitset;2048;clang++;-O2;187.43;6.196196545;11
bitset;2048;clang++;-O2;184.88;6.164510538;12
bitset;2048;clang++;-O2;187.65;6.182748312;13
bitset;2048;clang++;-O2;187.11;6.222703331;14
bitset;2048;clang++;-O2;187.07;6.196102999;15
bitset;2048;clang++;-O2;183.81;6.189266313;16
bitset;2048;clang++;-O2;188.90;6.161307182;17
bitset;2048;clang++;-O2;186.42;6.222275502;18
bitset;2048;clang++;-O2;186.43;6.173090042;19
bitset;2048;clang++;-O2;186.77;6.198778980;20
bitset;2048;clang++;-O2;187.08;6.196707149;21
bitset;2048;clang++;-O2;186.87;6.212667325;22
bitset;2048;clang++;-O2;186.90;6.216804778;23
bitset;2048;clang++;-O2;185.66;6.188491205;24
bitset;2048;clang++;-O2;183.76;6.215702217;25
bitset;2048;clang++;-O2;185.59;6.221027950;26
bitset;2048;clang++;-O2;186.24;6.167918437;27
bitset;2048;clang++;-O2;186.78;6.220392523;28
bitset;2048;clang++;-O2;186.96;6.221183110;29
bitset;2048;clang++;-O2;186.79;6.221596104;30
bitset;2048;clang++;-O2;186.73;6.221776839;31
bitset;2048;clang++;-O2;186.99;6.220570455;32
bitset;2048;clang++;-O2;186.72;6.222322379;33
bitset;2048;clang++;-O2;186.72;6.221694285;34
bitset;2048;clang++;-O2;186.81;6.221731094;35
bitset;2048;clang++;-O2;187.03;6.221579290;36
bitset;2048;clang++;-O2;186.84;6.221252760;37
bitset;2048;clang++;-O2;187.01;6.221836010;38
bitset;2048;clang++;-O2;187.33;6.210960987;39
bitset;2048;clang++;-O2;186.92;6.220641428;40
bitset;2048;clang++;-O2;186.86;6.221333711;41
bitset;2048;clang++;-O2;187.00;6.221519288;42
bitset;2048;clang++;-O2;186.92;6.221130391;43
bitset;2048;clang++;-O2;186.80;6.215486975;44
bitset;2048;clang++;-O2;184.57;6.168870837;45
bitset;2048;clang++;-O2;187.10;6.220896434;46
bitset;2048;clang++;-O2;187.11;6.220976945;47
bitset;2048;clang++;-O2;186.94;6.220755731;48
bitset;2048;clang++;-O2;186.95;6.207347945;49
bitset;2048;clang++;-O2;182.11;6.112796675;50
bitset;2048;clang++;-O2;184.17;6.172096666;51
bitset;2048;clang++;-O2;186.94;6.219629316;52
bitset;2048;clang++;-O2;186.73;6.221024103;53
bitset;2048;clang++;-O2;186.81;6.220971144;54
bitset;2048;clang++;-O2;186.71;6.222497917;55
bitset;2048;clang++;-O2;186.77;6.221767793;56
bitset;2048;clang++;-O2;186.51;6.221772622;57
bitset;2048;clang++;-O2;183.71;6.193184386;58
bitset;2048;clang++;-O2;186.57;6.173382740;59
bitset;2048;clang++;-O2;186.84;6.221068876;60
bitset;2048;clang++;-O2;187.16;6.221344361;61
bitset;2048;clang++;-O2;186.89;6.220456572;62
bitset;2048;clang++;-O2;186.58;6.167007625;63
bitset;2048;clang++;-O2;186.83;6.221145600;64
bitset;2048;clang++;-O2;186.67;6.221215621;65
bitset;2048;clang++;-O2;186.97;6.216279716;66
bitset;2048;clang++;-O2;187.16;6.196775927;67
bitset;2048;clang++;-O2;186.94;6.221747395;68
bitset;2048;clang++;-O2;187.35;6.167862063;69
bitset;2048;clang++;-O2;186.86;6.212551980;70
bitset;2048;clang++;-O2;187.01;6.222633290;71
bitset;2048;clang++;-O2;186.60;6.223058966;72
bitset;2048;clang++;-O2;187.23;6.196307532;73
bitset;2048;clang++;-O2;186.93;6.212003575;74
bitset;2048;clang++;-O2;187.70;6.196220018;75
bitset;2048;clang++;-O2;186.79;6.222031104;76
bitset;2048;clang++;-O2;186.98;6.221384135;77
bitset;2048;clang++;-O2;187.37;6.196506404;78
bitset;2048;clang++;-O2;187.45;6.167649806;79
bitset;2048;clang++;-O2;186.63;6.165159883;80
bitset;2048;clang++;-O2;187.06;6.163855715;81
bitset;2048;clang++;-O2;186.87;6.163157380;82
bitset;2048;clang++;-O2;187.62;6.175034196;83
bitset;2048;clang++;-O2;187.05;6.217022795;84
bitset;2048;clang++;-O2;187.14;6.218227116;85
bitset;2048;clang++;-O2;187.65;6.196668507;86
bitset;2048;clang++;-O2;186.56;6.165116792;87
bitset;2048;clang++;-O2;186.96;6.176464849;88
bitset;2048;clang++;-O2;188.70;6.196210230;89
bitset;2048;clang++;-O2;187.27;6.198355870;90
bitset;2048;clang++;-O2;188.39;6.197685507;91
bitset;2048;clang++;-O2;186.93;6.222695837;92
bitset;2048;clang++;-O2;186.80;6.221449819;93
bitset;2048;clang++;-O2;186.89;6.221948180;94
bitset;2048;clang++;-O2;186.94;6.164766848;95
bitset;2048;clang++;-O2;186.83;6.222060650;96
bitset;2048;clang++;-O2;186.97;6.162779363;97
bitset;2048;clang++;-O2;186.97;6.219396000;98
bitset;2048;clang++;-O2;186.72;6.221170857;99
bvector;512;clang++;-O2;47.77;1.577666502;00
bvector;512;clang++;-O2;48.06;1.573422641;01
bvector;512;clang++;-O2;48.03;1.571457669;02
bvector;512;clang++;-O2;47.58;1.582424263;03
bvector;512;clang++;-O2;47.63;1.581872202;04
bvector;512;clang++;-O2;47.57;1.579855964;05
bvector;512;clang++;-O2;47.42;1.563955178;06
bvector;512;clang++;-O2;47.88;1.563222538;07
bvector;512;clang++;-O2;47.66;1.581053411;08
bvector;512;clang++;-O2;47.56;1.579687739;09
bvector;512;clang++;-O2;47.68;1.579755526;10
bvector;512;clang++;-O2;47.54;1.578360809;11
bvector;512;clang++;-O2;47.47;1.568940916;12
bvector;512;clang++;-O2;47.27;1.562362060;13
bvector;512;clang++;-O2;47.65;1.581229701;14
bvector;512;clang++;-O2;47.67;1.581785470;15
bvector;512;clang++;-O2;47.47;1.576547150;16
bvector;512;clang++;-O2;47.58;1.580855783;17
bvector;512;clang++;-O2;47.69;1.580934619;18
bvector;512;clang++;-O2;48.05;1.570209927;19
bvector;512;clang++;-O2;48.19;1.574114764;20
bvector;512;clang++;-O2;47.68;1.580755073;21
bvector;512;clang++;-O2;47.99;1.570529795;22
bvector;512;clang++;-O2;47.69;1.566780057;23
bvector;512;clang++;-O2;47.51;1.578482647;24
bvector;512;clang++;-O2;48.07;1.573837015;25
bvector;512;clang++;-O2;47.10;1.578090735;26
bvector;512;clang++;-O2;47.58;1.563042332;27
bvector;512;clang++;-O2;47.62;1.579091214;28
bvector;512;clang++;-O2;47.57;1.579675957;29
bvector;512;clang++;-O2;47.51;1.576578489;30
bvector;512;clang++;-O2;47.59;1.570433474;31
bvector;512;clang++;-O2;47.60;1.576765749;32
bvector;512;clang++;-O2;47.69;1.570626174;33
bvector;512;clang++;-O2;48.11;1.546664605;34
bvector;512;clang++;-O2;47.65;1.579716773;35
bvector;512;clang++;-O2;47.63;1.579625914;36
bvector;512;clang++;-O2;47.70;1.581606375;37
bvector;512;clang++;-O2;47.70;1.569274599;38
bvector;512;clang++;-O2;47.63;1.580740256;39
bvector;512;clang++;-O2;47.58;1.578744837;40
bvector;512;clang++;-O2;47.61;1.579026103;41
bvector;512;clang++;-O2;48.09;1.571814475;42
bvector;512;clang++;-O2;47.95;1.566700088;43
bvector;512;clang++;-O2;48.13;1.569699132;44
bvector;512;clang++;-O2;48.06;1.572980595;45
bvector;512;clang++;-O2;47.63;1.563813163;46
bvector;512;clang++;-O2;47.67;1.580862825;47
bvector;512;clang++;-O2;47.63;1.578903654;48
bvector;512;clang++;-O2;47.78;1.564381084;49
bvector;512;clang++;-O2;47.53;1.576287806;50
bvector;512;clang++;-O2;47.78;1.566466120;51
bvector;512;clang++;-O2;47.95;1.575265996;52
bvector;512;clang++;-O2;47.83;1.563571761;53
bvector;512;clang++;-O2;47.56;1.566293017;54
bvector;512;clang++;-O2;47.66;1.579218783;55
bvector;512;clang++;-O2;47.58;1.564397494;56
bvector;512;clang++;-O2;48.03;1.571412595;57
bvector;512;clang++;-O2;48.17;1.574714736;58
bvector;512;clang++;-O2;47.95;1.569504188;59
bvector;512;clang++;-O2;47.76;1.562819175;60
bvector;512;clang++;-O2;47.16;1.576598305;61
bvector;512;clang++;-O2;47.57;1.569453513;62
bvector;512;clang++;-O2;47.96;1.566194553;63
bvector;512;clang++;-O2;47.51;1.576346815;64
bvector;512;clang++;-O2;47.65;1.581291216;65
bvector;512;clang++;-O2;47.69;1.561887234;66
bvector;512;clang++;-O2;47.53;1.577127084;67
bvector;512;clang++;-O2;48.06;1.572273403;68
bvector;512;clang++;-O2;48.18;1.574313685;69
bvector;512;clang++;-O2;47.82;1.564069411;70
bvector;512;clang++;-O2;47.74;1.580275568;71
bvector;512;clang++;-O2;48.17;1.568055149;72
bvector;512;clang++;-O2;47.93;1.581654656;73
bvector;512;clang++;-O2;47.89;1.565039525;74
bvector;512;clang++;-O2;47.72;1.581540081;75
bvector;512;clang++;-O2;47.87;1.577245094;76
bvector;512;clang++;-O2;47.47;1.577005317;77
bvector;512;clang++;-O2;47.24;1.579469852;78
bvector;512;clang++;-O2;47.49;1.572335429;79
bvector;512;clang++;-O2;47.81;1.565634987;80
bvector;512;clang++;-O2;47.78;1.581259697;81
bvector;512;clang++;-O2;47.67;1.561388191;82
bvector;512;clang++;-O2;47.61;1.576865856;83
bvector;512;clang++;-O2;47.42;1.562060808;84
bvector;512;clang++;-O2;48.15;1.574048300;85
bvector;512;clang++;-O2;47.80;1.562365858;86
bvector;512;clang++;-O2;47.81;1.563831206;87
bvector;512;clang++;-O2;47.60;1.579528221;88
bvector;512;clang++;-O2;47.65;1.578854782;89
bvector;512;clang++;-O2;47.42;1.581610673;90
bvector;512;clang++;-O2;48.06;1.572747589;91
bvector;512;clang++;-O2;48.20;1.574416989;92
bvector;512;clang++;-O2;47.63;1.579838070;93
bvector;512;clang++;-O2;48.02;1.569740520;94
bvector;512;clang++;-O2;48.02;1.569375497;95
bvector;512;clang++;-O2;48.66;1.562402697;96
bvector;512;clang++;-O2;47.55;1.576516383;97
bvector;512;clang++;-O2;47.80;1.581569156;98
bvector;512;clang++;-O2;47.86;1.565957310;99
bvector;1024;clang++;-O2;95.03;3.127525066;00
bvector;1024;clang++;-O2;95.38;3.126807435;01
bvector;1024;clang++;-O2;95.43;3.126209558;02
bvector;1024;clang++;-O2;95.46;3.126695507;03
bvector;1024;clang++;-O2;95.48;3.126891922;04
bvector;1024;clang++;-O2;95.73;3.134987735;05
bvector;1024;clang++;-O2;95.63;3.126829687;06
bvector;1024;clang++;-O2;95.90;3.134194913;07
bvector;1024;clang++;-O2;96.34;3.142949045;08
bvector;1024;clang++;-O2;95.15;3.118736820;09
bvector;1024;clang++;-O2;94.86;3.153700760;10
bvector;1024;clang++;-O2;95.12;3.124218286;11
bvector;1024;clang++;-O2;94.94;3.148053274;12
bvector;1024;clang++;-O2;95.24;3.155149208;13
bvector;1024;clang++;-O2;95.21;3.155591193;14
bvector;1024;clang++;-O2;95.01;3.135404513;15
bvector;1024;clang++;-O2;95.13;3.155308696;16
bvector;1024;clang++;-O2;95.34;3.128177346;17
bvector;1024;clang++;-O2;95.20;3.156690939;18
bvector;1024;clang++;-O2;95.35;3.157913183;19
bvector;1024;clang++;-O2;95.28;3.124126775;20
bvector;1024;clang++;-O2;95.27;3.128721563;21
bvector;1024;clang++;-O2;94.28;3.128921366;22
bvector;1024;clang++;-O2;95.20;3.092780206;23
bvector;1024;clang++;-O2;94.97;3.152141235;24
bvector;1024;clang++;-O2;95.18;3.127069093;25
bvector;1024;clang++;-O2;94.48;3.156798781;26
bvector;1024;clang++;-O2;95.47;3.156384356;27
bvector;1024;clang++;-O2;95.41;3.123696400;28
bvector;1024;clang++;-O2;95.09;3.156110975;29
bvector;1024;clang++;-O2;95.58;3.136016537;30
bvector;1024;clang++;-O2;96.24;3.142827728;31
bvector;1024;clang++;-O2;95.40;3.128285668;32
bvector;1024;clang++;-O2;95.08;3.125355682;33
bvector;1024;clang++;-O2;96.02;3.139205187;34
bvector;1024;clang++;-O2;95.84;3.136197366;35
bvector;1024;clang++;-O2;95.20;3.157038929;36
bvector;1024;clang++;-O2;95.15;3.157801706;37
bvector;1024;clang++;-O2;95.20;3.158519016;38
bvector;1024;clang++;-O2;95.30;3.126662183;39
bvector;1024;clang++;-O2;94.70;3.157503808;40
bvector;1024;clang++;-O2;95.37;3.123214338;41
bvector;1024;clang++;-O2;95.31;3.127605998;42
bvector;1024;clang++;-O2;95.21;3.156762192;43
bvector;1024;clang++;-O2;95.65;3.127168960;44
bvector;1024;clang++;-O2;95.52;3.123927603;45
bvector;1024;clang++;-O2;94.32;3.121702573;46
bvector;1024;clang++;-O2;96.05;3.144150500;47
bvector;1024;clang++;-O2;97.51;3.122020638;48
bvector;1024;clang++;-O2;96.29;3.143292566;49
bvector;1024;clang++;-O2;95.43;3.158335102;50
bvector;1024;clang++;-O2;94.91;3.154006993;51
bvector;1024;clang++;-O2;95.36;3.156289158;52
bvector;1024;clang++;-O2;95.34;3.121497350;53
bvector;1024;clang++;-O2;95.29;3.124460007;54
bvector;1024;clang++;-O2;95.98;3.139218682;55
bvector;1024;clang++;-O2;95.48;3.123938662;56
bvector;1024;clang++;-O2;95.18;3.153293860;57
bvector;1024;clang++;-O2;94.83;3.155634475;58
bvector;1024;clang++;-O2;95.46;3.157625115;59
bvector;1024;clang++;-O2;95.61;3.157860966;60
bvector;1024;clang++;-O2;95.20;3.152444973;61
bvector;1024;clang++;-O2;95.44;3.133046025;62
bvector;1024;clang++;-O2;96.03;3.142617926;63
bvector;1024;clang++;-O2;94.76;3.148099281;64
bvector;1024;clang++;-O2;96.08;3.142687015;65
bvector;1024;clang++;-O2;95.23;3.123219439;66
bvector;1024;clang++;-O2;95.52;3.129179950;67
bvector;1024;clang++;-O2;95.47;3.114086428;68
bvector;1024;clang++;-O2;96.08;3.141242034;69
bvector;1024;clang++;-O2;97.48;3.110522969;70
bvector;1024;clang++;-O2;95.96;3.138041222;71
bvector;1024;clang++;-O2;95.66;3.134056133;72
bvector;1024;clang++;-O2;96.24;3.140606666;73
bvector;1024;clang++;-O2;95.49;3.127380566;74
bvector;1024;clang++;-O2;96.24;3.144304728;75
bvector;1024;clang++;-O2;95.21;3.122616762;76
bvector;1024;clang++;-O2;94.71;3.155772913;77
bvector;1024;clang++;-O2;95.76;3.134176077;78
bvector;1024;clang++;-O2;94.95;3.120349004;79
bvector;1024;clang++;-O2;94.68;3.147754907;80
bvector;1024;clang++;-O2;95.05;3.156425874;81
bvector;1024;clang++;-O2;95.12;3.129417013;82
bvector;1024;clang++;-O2;95.78;3.139808795;83
bvector;1024;clang++;-O2;95.30;3.128746129;84
bvector;1024;clang++;-O2;96.16;3.144299479;85
bvector;1024;clang++;-O2;94.81;3.153533799;86
bvector;1024;clang++;-O2;95.23;3.126641595;87
bvector;1024;clang++;-O2;95.01;3.150875740;88
bvector;1024;clang++;-O2;95.43;3.125014674;89
bvector;1024;clang++;-O2;95.26;3.155639585;90
bvector;1024;clang++;-O2;96.35;3.144275464;91
bvector;1024;clang++;-O2;95.17;3.124403923;92
bvector;1024;clang++;-O2;95.15;3.152792874;93
bvector;1024;clang++;-O2;95.20;3.156146732;94
bvector;1024;clang++;-O2;94.70;3.129380214;95
bvector;1024;clang++;-O2;96.14;3.142825583;96
bvector;1024;clang++;-O2;95.84;3.142943214;97
bvector;1024;clang++;-O2;94.86;3.157266445;98
bvector;1024;clang++;-O2;96.14;3.141923157;99
bvector;2048;clang++;-O2;190.83;6.308064460;00
bvector;2048;clang++;-O2;191.83;6.268122936;01
bvector;2048;clang++;-O2;188.59;6.275861712;02
bvector;2048;clang++;-O2;189.47;6.278840428;03
bvector;2048;clang++;-O2;190.34;6.242358370;04
bvector;2048;clang++;-O2;190.61;6.248766188;05
bvector;2048;clang++;-O2;187.85;6.270442331;06
bvector;2048;clang++;-O2;190.13;6.248944110;07
bvector;2048;clang++;-O2;192.08;6.281876813;08
bvector;2048;clang++;-O2;188.61;6.245285191;09
bvector;2048;clang++;-O2;194.47;6.272317206;10
bvector;2048;clang++;-O2;188.89;6.288214479;11
bvector;2048;clang++;-O2;190.17;6.250869959;12
bvector;2048;clang++;-O2;190.33;6.309740533;13
bvector;2048;clang++;-O2;190.22;6.249998731;14
bvector;2048;clang++;-O2;189.23;6.283853538;15
bvector;2048;clang++;-O2;190.57;6.251666177;16
bvector;2048;clang++;-O2;189.92;6.253162765;17
bvector;2048;clang++;-O2;190.57;6.251109057;18
bvector;2048;clang++;-O2;188.22;6.265302094;19
bvector;2048;clang++;-O2;190.45;6.246573128;20
bvector;2048;clang++;-O2;192.33;6.279504600;21
bvector;2048;clang++;-O2;192.45;6.278478802;22
bvector;2048;clang++;-O2;190.43;6.243494203;23
bvector;2048;clang++;-O2;189.03;6.305609903;24
